coords,lat,lng,name
"[None, None]",,,"Миколаївка(ЗА), Донецька область"
"[None, None]",,,"Михайлівка (ЗА), Донецька область"
"[None, None]",,,"Торез (ЗА Зал. вокзал), Донецька область"
"[None, None]",,,"Шахтарськ (АС), Донецька область"
"[None, None]",,,"Харцизьк (АС), Донецька область"
"[None, None]",,,"Іловайськ (АС), Донецька область"
"[None, None]",,,"Ясинувата (ЗА), Донецька область"
"[None, None]",,,"Нижня Кринка (ЗА), Донецька область"
"['48.04782', '37.92576']",48.04782,37.92576,"Макіївка, Донецька область"
"[None, None]",,,"Макіївка (ДС Привокзальна), Донецька область"
"[None, None]",,,"Зуївка (ЗА), Донецька область"
"[None, None]",,,"Макіївка (ДС), Донецька область"
"['49.409', '24.60927']",49.409,24.60927,"Рогатин, Івано-Франківська область"
"['48.65138', '24.0202']",48.65138,24.0202,"Осмолода, Івано-Франківська область"
"['49.01187', '24.37308']",49.01187,24.37308,"Калуш, Івано-Франківська область"
"['48.25868', '25.17946']",48.25868,25.17946,"Кути, Івано-Франківська область"
"['48.28459', '24.56536']",48.28459,24.56536,"Ворохта, Івано-Франківська область"
"['48.53115', '25.03649']",48.53115,25.03649,"Коломия, Івано-Франківська область"
"[None, None]",,,"Раковець, Івано-Франківська область"
"['48.44692', '25.56937']",48.44692,25.56937,"Снятин, Івано-Франківська область"
"['48.52767', '25.57572']",48.52767,25.57572,"Стецева, Івано-Франківська область"
"['48.31071', '25.09575']",48.31071,25.09575,"Косів, Івано-Франківська область"
"['47.94181', '24.69814']",47.94181,24.69814,"Буркут, Івано-Франківська область"
"['48.06238', '24.91382']",48.06238,24.91382,"Голови, Івано-Франківська область"
"['48.83361', '24.5243']",48.83361,24.5243,"Богородчани, Івано-Франківська область"
"['48.6348', '24.56936']",48.6348,24.56936,"Надвірна, Івано-Франківська область"
"[None, None]",,,"Солотвино, Івано-Франківська область"
"['49.06607', '23.86435']",49.06607,23.86435,"Болехів, Івано-Франківська область"
"['48.9733', '24.00944']",48.9733,24.00944,"Долина, Івано-Франківська область"
"['49.25867', '24.62777']",49.25867,24.62777,"Бурштин, Івано-Франківська область"
"['48.90544', '24.00824']",48.90544,24.00824,"Грабів, Івано-Франківська область"
"['48.82309', '24.10976']",48.82309,24.10976,"Лецівка, Івано-Франківська область"
"['48.93576', '24.16379']",48.93576,24.16379,"Рожнятів, Івано-Франківська область"
"['48.90246', '24.30347']",48.90246,24.30347,"Петранка, Івано-Франківська область"
"['48.76259', '24.05741']",48.76259,24.05741,"Липовиця, Івано-Франківська область"
"[None, None]",,,"Гвіздець, Івано-Франківська область"
"[None, None]",,,"Прикмище, Івано-Франківська область"
"[None, None]",,,"Топорівці, Івано-Франківська область"
"[None, None]",,,"Акришора, Івано-Франківська область"
"['48.42232', '24.76818']",48.42232,24.76818,"Баня Березів, Івано-Франківська область"
"[None, None]",,,"Верхній Березів, Івано-Франківська область"
"['48.41067', '24.78388']",48.41067,24.78388,"Вижній Березів, Івано-Франківська область"
"['48.32991', '24.82052']",48.32991,24.82052,"Космач, Івано-Франківська область"
"['48.43528', '24.74725']",48.43528,24.74725,"Лючки, Івано-Франківська область"
"[None, None]",,,"Микитинці, Івано-Франківська область"
"['48.3276', '24.90059']",48.3276,24.90059,"Прокурава, Івано-Франківська область"
"['48.38907', '24.80359']",48.38907,24.80359,"Текуча, Івано-Франківська область"
"[None, None]",,,"Цуцулин, Івано-Франківська область"
"['48.38639', '25.14803']",48.38639,25.14803,"Хімчин, Івано-Франківська область"
"['48.26473', '24.86086']",48.26473,24.86086,"Шепіт, Івано-Франківська область"
"[None, None]",,,"Балинці, Івано-Франківська область"
"[None, None]",,,"Хом’яківка, Івано-Франківська область"
"['48.70947', '25.09944']",48.70947,25.09944,"Жуків, Івано-Франківська область"
"['48.45157', '24.55436']",48.45157,24.55436,"Яремче, Івано-Франківська область"
"[None, None]",,,"Білоберезка, Івано-Франківська область"
"['48.52354', '24.62466']",48.52354,24.62466,"Делятин, Івано-Франківська область"
"['46.84152', '33.42838']",46.84152,33.42838,"Берислав, Херсонська область"
"['46.86766', '33.58391']",46.86766,33.58391,"Зміївка, Херсонська область"
"['47.00924', '33.48569']",47.00924,33.48569,"Новорайськ, Херсонська область"
"[None, None]",,,"Херсон АВ, Херсонська область"
"['46.75451', '33.34864']",46.75451,33.34864,"Нова Каховка, Херсонська область"
"['46.37881', '33.92216']",46.37881,33.92216,"Веселе, Херсонська область"
"['46.70372', '32.9776']",46.70372,32.9776,"Козачі Лагері, Херсонська область"
"['47.00545', '33.65232']",47.00545,33.65232,"Республіканець, Херсонська область"
"['47', '34.55']",47,34.55,"Богданівка, Херсонська область"
"['47.12112', '33.7712']",47.12112,33.7712,"Саблуківка, Херсонська область"
"['46.88932', '32.84783']",46.88932,32.84783,"Кірове, Херсонська область"
"['47.09667', '33.74713']",47.09667,33.74713,"Качкарівка, Херсонська область"
"['46.65581', '32.6178']",46.65581,32.6178,"Херсон, Херсонська область"
"[None, None]",,,"Високопілля АС, Херсонська область"
"['47.25053', '34.33797']",47.25053,34.33797,"Верхній Рогачик, Херсонська область"
"['47.41669', '34.13444']",47.41669,34.13444,"Ушкалка, Херсонська область"
"['47.34628', '34.03276']",47.34628,34.03276,"Нижній Рогачик, Херсонська область"
"[None, None]",,,"Велика Олександрівна, Херсонська область"
"['47.31969', '33.30373']",47.31969,33.30373,"Велика Олександрівка, Херсонська область"
"['47.17944', '33.41905']",47.17944,33.41905,"Борозенське, Херсонська область"
"['47.23654', '34.00012']",47.23654,34.00012,"Мала Лепетиха, Херсонська область"
"['46.99639', '34.1676']",46.99639,34.1676,"Рубанівка, Херсонська область"
"[None, None]",,,"Горностаївка АС, Херсонська область"
"['46.13088', '32.7691']",46.13088,32.7691,"Красне, Херсонська область"
"['46.79051', '33.75455']",46.79051,33.75455,"Старолук'янівка, Херсонська область"
"['47.01859', '33.99398']",47.01859,33.99398,"Лопатки, Херсонська область"
"['46.84768', '34.16978']",46.84768,34.16978,"Нова Благовіщенка, Херсонська область"
"['46.80757', '34.01587']",46.80757,34.01587,"Новоєлизаветівка, Херсонська область"
"['47', '34.03333']",47,34.03333,"Червоноблагодатне, Херсонська область"
"['46.9', '34.13333']",46.9,34.13333,"Славне, Херсонська область"
"['47.05094', '33.8047']",47.05094,33.8047,"Заводівка, Херсонська область"
"['45.89886', '34.8781']",45.89886,34.8781,"Стрілкове, Херсонська область"
"['45.96915', '34.49029']",45.96915,34.49029,"Сиваш, Херсонська область"
"['46.17592', '34.8034']",46.17592,34.8034,"Генічеськ, Херсонська область"
"['46.38736', '34.57122']",46.38736,34.57122,"Сиваське, Херсонська область"
"[None, None]",,,"Дачі Сади (Кринки), Херсонська область"
"[None, None]",,,"Цюрупинськ (річпорт), Херсонська область"
"[None, None]",,,"Олешки АС, Херсонська область"
"['46.66044', '32.89389']",46.66044,32.89389,"Підстепне, Херсонська область"
"[None, None]",,,"Хуторище, Херсонська область"
"[None, None]",,,"Ліві Солонці, Херсонська область"
"['46.59996', '33.22707']",46.59996,33.22707,"Нова Маячка, Херсонська область"
"['46.43529', '32.71793']",46.43529,32.71793,"Малі Копані, Херсонська область"
"['46.84842', '34.38044']",46.84842,34.38044,"Нижні Сірогози, Херсонська область"
"['46.72919', '34.35949']",46.72919,34.35949,"Трохимівка, Херсонська область"
"['46.72082', '34.55298']",46.72082,34.55298,"Іванівка, Херсонська область"
"['46.41733', '33.40471']",46.41733,33.40471,"Балтазарівка, Херсонська область"
"[None, None]",,,"Чаплинка АС, Херсонська область"
"[None, None]",,,"Долинська, Херсонська область"
"['46.46042', '33.92099']",46.46042,33.92099,"Асканія Нова, Херсонська область"
"['46.42707', '33.33026']",46.42707,33.33026,"Скадовка, Херсонська область"
"['46.52087', '34.05326']",46.52087,34.05326,"Маркеєв, Херсонська область"
"['46.48756', '33.90057']",46.48756,33.90057,"Питомник, Херсонська область"
"[None, None]",,,"Нововоронцовка АС, Херсонська область"
"['47.33092', '33.60165']",47.33092,33.60165,"Нововоскресенське, Херсонська область"
"['47.41508', '34.23437']",47.41508,34.23437,"Михайлівка, Херсонська область"
"['47.41667', '33.65']",47.41667,33.65,"Миролюбівка, Херсонська область"
"['46.25623', '33.2907']",46.25623,33.2907,"Каланчак, Херсонська область"
"[None, None]",,,"Хорли ч/з Каланчак, Херсонська область"
"['47.31969', '33.30373']",47.31969,33.30373,"Олександрівка, Херсонська область"
"[None, None]",,,"Каланчак АС, Херсонська область"
"[None, None]",,,"Каланчак (КПВВ), Херсонська область"
"[None, None]",,,"Новотроїцька, Херсонська область"
"[None, None]",,,"Чкалове АС, Херсонська область"
"['46.39021', '33.99621']",46.39021,33.99621,"Ясна Поляна, Херсонська область"
"['47.00777', '33.72899']",47.00777,33.72899,"Горностаївка, Херсонська область"
"[None, None]",,,"Жданове, Херсонська область"
"['46.33383', '34.75314']",46.33383,34.75314,"Партизани, Херсонська область"
"[None, None]",,,"Херсон (з/в), Херсонська область"
"['46.75451', '33.34864']",46.75451,33.34864,"Каховка, Херсонська область"
"['46.20088', '32.85423']",46.20088,32.85423,"Шевченка, Херсонська область"
"[None, None]",,,"Козацьке (Нібулон), Херсонська область"
"['46.65222', '33.35904']",46.65222,33.35904,"Чорнянка, Херсонська область"
"['46.57143', '33.91269']",46.57143,33.91269,"Мар'янівка, Херсонська область"
"['46.1161', '32.91124']",46.1161,32.91124,"Скадовськ, Херсонська область"
"['46.67885', '32.73274']",46.67885,32.73274,"Антонівка, Херсонська область"
"['46.084', '32.52955']",46.084,32.52955,"Лазурне, Херсонська область"
"['46.05536', '33.39764']",46.05536,33.39764,"Приморське, Херсонська область"
"[None, None]",,,"Скадовськ АС ПП ""Корсар"", Херсонська область"
"['46.28603', '32.14111']",46.28603,32.14111,"Лиманівка, Херсонська область"
"[None, None]",,,"Геройське, Херсонська область"
"['46.11667', '32.28333']",46.11667,32.28333,"Залізний Порт, Херсонська область"
"['46.10204', '32.41245']",46.10204,32.41245,"Більшовик, Херсонська область"
"[None, None]",,,"Гола Пристань АС, Херсонська область"
"[None, None]",,,"с. Більшовик, Херсонська область"
"[None, None]",,,"Приморське (с. Більшовик), Херсонська область"
"['46.34569', '32.00828']",46.34569,32.00828,"Очаківське, Херсонська область"
"['46.47128', '32.42021']",46.47128,32.42021,"Стара Збур'ївка, Херсонська область"
"['46.35763', '32.3514']",46.35763,32.3514,"Чулаківка, Херсонська область"
"[None, None]",,,"Краснознам'янка, Херсонська область"
"['46.52719', '32.52417']",46.52719,32.52417,"Гола Пристань, Херсонська область"
"['46.49287', '34.67575']",46.49287,34.67575,"Петрівка, Херсонська область"
"[None, None]",,,"с. Кардашинка (Дачі), Херсонська область"
"['46.5071', '32.65902']",46.5071,32.65902,"Велика Кардашинка, Херсонська область"
"['46.70586', '32.81684']",46.70586,32.81684,"Садове, Херсонська область"
"['46.4982', '33.09956']",46.4982,33.09956,"Калинівка, Херсонська область"
"['46.21582', '32.53155']",46.21582,32.53155,"Київка, Херсонська область"
"['46.98333', '33.08333']",46.98333,33.08333,"Таврійське, Херсонська область"
"['46.47506', '32.23584']",46.47506,32.23584,"Рибальче, Херсонська область"
"[None, None]",,,"Новочерномор'я, Херсонська область"
"['46.37107', '33.43206']",46.37107,33.43206,"Жовтневе, Херсонська область"
"['46.40239', '32.79922']",46.40239,32.79922,"Буркути, Херсонська область"
"[None, None]",,,"Іванівка КДЗ, Херсонська область"
"[None, None]",,,"Іванівка Дачі, Херсонська область"
"['46.61501', '34.28581']",46.61501,34.28581,"Федорівка, Херсонська область"
"['46.6758', '32.5064']",46.6758,32.5064,"Аєропорт, Херсонська область"
"[None, None]",,,"Якимівка, Кіровоградська область"
"['48.32164', '32.12056']",48.32164,32.12056,"Червоновершка, Кіровоградська область"
"['48.9534', '32.50315']",48.9534,32.50315,"Цвітне, Кіровоградська область"
"[None, None]",,,"Федіївка, Кіровоградська область"
"['47.95507', '32.53674']",47.95507,32.53674,"Устинівка, Кіровоградська область"
"['48.87956', '31.64012']",48.87956,31.64012,"Турія, Кіровоградська область"
"[None, None]",,,"Спасове, Кіровоградська область"
"['49.04894', '33.24106']",49.04894,33.24106,"Світловодськ, Кіровоградська область"
"[None, None]",,,"Сасівка, Кіровоградська область"
"['48.77667', '31.49192']",48.77667,31.49192,"Рубаний Міст, Кіровоградська область"
"[None, None]",,,"Родниківка, Кіровоградська область"
"[None, None]",,,"Попельнясте, Кіровоградська область"
"['48.24222', '31.41583']",48.24222,31.41583,"Помічна, Кіровоградська область"
"[None, None]",,,"Побузьке, Кіровоградська область"
"['48.58069', '30.6759']",48.58069,30.6759,"Підвисоке, Кіровоградська область"
"[None, None]",,,"Петроострів, Кіровоградська область"
"['48.32467', '33.25617']",48.32467,33.25617,"Петрове, Кіровоградська область"
"['48.53552', '30.51923']",48.53552,30.51923,"Перегонівка, Кіровоградська область"
"[None, None]",,,"Первомайське, Кіровоградська область"
"[None, None]",,,"Пенькіне, Кіровоградська область"
"[None, None]",,,"Паліївка, Кіровоградська область"
"[None, None]",,,"Павлогірківка, Кіровоградська область"
"[None, None]",,,"Острівка, Кіровоградська область"
"['48.67994', '32.19197']",48.67994,32.19197,"Оситняжка, Кіровоградська область"
"[None, None]",,,"Оситна, Кіровоградська область"
"['48.90716', '33.44869']",48.90716,33.44869,"Онуфріївка, Кіровоградська область"
"['48.66961', '33.11593']",48.66961,33.11593,"Олександрія, Кіровоградська область"
"['48.96336', '32.23492']",48.96336,32.23492,"Олександрівка, Кіровоградська область"
"['48.32635', '31.52852']",48.32635,31.52852,"Новоукраїнка, Кіровоградська область"
"['48.78105', '31.64204']",48.78105,31.64204,"Новомиргород, Кіровоградська область"
"[None, None]",,,"Новоградівка, Кіровоградська область"
"['48.65803', '30.81821']",48.65803,30.81821,"Новоархангельськ, Кіровоградська область"
"['48.50278', '32.71354']",48.50278,32.71354,"Митрофанівка, Кіровоградська область"
"['48.96926', '33.04251']",48.96926,33.04251,"Микільське, Кіровоградська область"
"['48.48427', '33.1037']",48.48427,33.1037,"Мар'янівка, Кіровоградська область"
"[None, None]",,,"Мануйлівка, Кіровоградська область"
"['48.0571', '33.28581']",48.0571,33.28581,"Лозуватка, Кіровоградська область"
"['48.8454', '31.63239']",48.8454,31.63239,"Листопадове, Кіровоградська область"
"['48.5132', '32.2597']",48.5132,32.2597,"Кропивницький, Кіровоградська область"
"['48.89539', '32.44474']",48.89539,32.44474,"Красносілля, Кіровоградська область"
"[None, None]",,,"Краснопілка, Кіровоградська область"
"[None, None]",,,"Кохане, Кіровоградська область"
"[None, None]",,,"Копанки, Кіровоградська область"
"[None, None]",,,"Кетрисанівка, Кіровоградська область"
"[None, None]",,,"Квітка, Кіровоградська область"
"['48.91719', '31.71671']",48.91719,31.71671,"Капітанівка, Кіровоградська область"
"['48.65093', '33.44317']",48.65093,33.44317,"Кам'янка, Кіровоградська область"
"['48.66435', '32.41641']",48.66435,32.41641,"Казарня, Кіровоградська область"
"['49.05466', '32.34509']",49.05466,32.34509,"Іванівка, Кіровоградська область"
"['48.71278', '32.66472']",48.71278,32.66472,"Знам'янка, Кіровоградська область"
"['48.48521', '31.53906']",48.48521,31.53906,"Злинка, Кіровоградська область"
"['48.12815', '32.23801']",48.12815,32.23801,"Златопілля (Свердлове), Кіровоградська область"
"['48.21354', '30.01558']",48.21354,30.01558,"Завалля, Кіровоградська область"
"[None, None]",,,"Долинська, Кіровоградська область"
"[None, None]",,,"Докучаєве, Кіровоградська область"
"[None, None]",,,"Губівка, Кіровоградська область"
"[None, None]",,,"Глодоси, Кіровоградська область"
"['48.33958', '29.86791']",48.33958,29.86791,"Гайворон, Кіровоградська область"
"['48.74555', '32.56903']",48.74555,32.56903,"Водяне, Кіровоградська область"
"[None, None]",,,"Вищі Верещки, Кіровоградська область"
"[None, None]",,,"Вись, Кіровоградська область"
"[None, None]",,,"Буховецьке, Кіровоградська область"
"['48.05896', '32.16641']",48.05896,32.16641,"Бобринець, Кіровоградська область"
"['48.84878', '32.33572']",48.84878,32.33572,"Біляївка, Кіровоградська область"
"[None, None]",,,"Білозерне, Кіровоградська область"
"['48.74994', '33.0987']",48.74994,33.0987,"Березівка, Кіровоградська область"
"['48.35459', '31.48046']",48.35459,31.48046,"Адабаш, Кіровоградська область"
"[None, None]",,,"с. Вись, Кіровоградська область"
"['49.0495', '38.21792']",49.0495,38.21792,"Кремінна, Луганська область"
"[None, None]",,,"Кудряшівка, Луганська область"
"['48.71526', '39.50549']",48.71526,39.50549,"Пшеничне, Луганська область"
"[None, None]",,,"Лисичанськ АС, Луганська область"
"['48.79487', '39.35065']",48.79487,39.35065,"Нижньотепле, Луганська область"
"[None, None]",,,"Щастя АС, Луганська область"
"['48.94832', '38.49166']",48.94832,38.49166,"Сєвєродонецьк, Луганська область"
"['48.65433', '39.47943']",48.65433,39.47943,"Станиця Луганська, Луганська область"
"['48.88184', '39.47454']",48.88184,39.47454,"Верхній Мінченок, Луганська область"
"[None, None]",,,"Білокуракине АС, Луганська область"
"['49.27832', '38.91069']",49.27832,38.91069,"Старобільськ, Луганська область"
"['49.41029', '38.15035']",49.41029,38.15035,"Сватове, Луганська область"
"[None, None]",,,"Рубіжне АС, Луганська область"
"['48.72184', '39.18389']",48.72184,39.18389,"Старий Айдар, Луганська область"
"['49.32708', '39.39744']",49.32708,39.39744,"Брусівка, Луганська область"
"['48.63328', '38.37804']",48.63328,38.37804,"Попасна, Луганська область"
"[None, None]",,,"Мілове АС, Луганська область"
"['49.08651', '39.82526']",49.08651,39.82526,"Нижньобараниківка, Луганська область"
"[None, None]",,,"Марківка АС, Луганська область"
"['48.79489', '39.10745']",48.79489,39.10745,"Райгородка, Луганська область"
"['46.96591', '31.9974']",46.96591,31.9974,"Миколаїв, Миколаївська область"
"[None, None]",,,"Миколаїв (ТЦ Фуршет), Миколаївська область"
"[None, None]",,,"Миколаїв (залізничний вокзал), Миколаївська область"
"['47.30778', '31.78506']",47.30778,31.78506,"Нова Одеса, Миколаївська область"
"[None, None]",,,"Гур’ївка, Миколаївська область"
"[None, None]",,,"Себіне (дачі), Миколаївська область"
"[None, None]",,,"Новопетрівське, Миколаївська область"
"[None, None]",,,"Кимівка, Миколаївська область"
"[None, None]",,,"Кудрявцівка, Миколаївська область"
"['47.35666', '31.23488']",47.35666,31.23488,"Веселинове, Миколаївська область"
"['47.81777', '31.18263']",47.81777,31.18263,"Южноукраїнськ, Миколаївська область"
"['47.56494', '31.33078']",47.56494,31.33078,"Вознесенськ, Миколаївська область"
"['48.04433', '30.85073']",48.04433,30.85073,"Первомайськ, Миколаївська область"
"[None, None]",,,"Яструбинове, Миколаївська область"
"['46.61283', '31.54982']",46.61283,31.54982,"Очаків, Миколаївська область"
"[None, None]",,,"Великосербулівка, Миколаївська область"
"[None, None]",,,"Новошмидтівка, Миколаївська область"
"['47.69308', '32.5216']",47.69308,32.5216,"Новий Буг, Миколаївська область"
"[None, None]",,,"Миколаїв (з/в), Миколаївська область"
"[None, None]",,,"Явкине, Миколаївська область"
"[None, None]",,,"Новокиївка, Миколаївська область"
"['47.30783', '32.84993']",47.30783,32.84993,"Березнегувате, Миколаївська область"
"['45.8', '29.43333']",45.8,29.43333,"Надеждівка, Одеська область"
"[None, None]",,,"Кам'янське, Одеська область"
"['46.4845', '29.04498']",46.4845,29.04498,"Височанське, Одеська область"
"['45.7593', '29.22587']",45.7593,29.22587,"Холмське, Одеська область"
"['45.91529', '29.08138']",45.91529,29.08138,"Нова Іванівка, Одеська область"
"['45.99194', '29.41824']",45.99194,29.41824,"Арциз, Одеська область"
"['45.79408', '28.74367']",45.79408,28.74367,"Кубей, Одеська область"
"[None, None]",,,"Подільськ АС, Одеська область"
"['46.47747', '30.73262']",46.47747,30.73262,"Одеса, Одеська область"
"['46.67733', '30.26819']",46.67733,30.26819,"Михайлівка, Одеська область"
"[None, None]",,,"Михайлопіль, Одеська область"
"['45.91529', '29.08138']",45.91529,29.08138,"Іванівка, Одеська область"
"[None, None]",,,"Благоєво, Одеська область"
"['45.61403', '28.62783']",45.61403,28.62783,"Тополине, Одеська область"
"[None, None]",,,"Топали, Одеська область"
"[None, None]",,,"Великий Дальник (перший квартал), Одеська область"
"[None, None]",,,"Великий Дальник (четвертий квартал), Одеська область"
"[None, None]",,,"Великий Дальник (третій квартал), Одеська область"
"['47.75305', '29.53205']",47.75305,29.53205,"Подільськ, Одеська область"
"['46.42367', '30.61619']",46.42367,30.61619,"Прилиманське, Одеська область"
"['45.985', '29.04815']",45.985,29.04815,"Вільне, Одеська область"
"['46.7201', '30.40587']",46.7201,30.40587,"Єгорівка, Одеська область"
"[None, None]",,,"с. Дачне, Одеська область"
"[None, None]",,,"ст. Усатове, Одеська область"
"[None, None]",,,"Полянецьке, Одеська область"
"['46.62211', '31.10131']",46.62211,31.10131,"Южне, Одеська область"
"[None, None]",,,"р/г Гвардійське, Одеська область"
"[None, None]",,,"Лисенково, Одеська область"
"['45.81031', '28.99073']",45.81031,28.99073,"Виноградне, Одеська область"
"['47.63188', '30.72856']",47.63188,30.72856,"Ставкове, Одеська область"
"[None, None]",,,"Кам`яньске, Одеська область"
"['46.60487', '30.58554']",46.60487,30.58554,"Холодна балка, Одеська область"
"[None, None]",,,"Градениці АС, Одеська область"
"['47.93548', '29.61982']",47.93548,29.61982,"Балта, Одеська область"
"['46.40029', '30.58913']",46.40029,30.58913,"Нова Долина, Одеська область"
"['45.40011', '28.58097']",45.40011,28.58097,"Плавні, Одеська область"
"['46.84334', '30.07919']",46.84334,30.07919,"Роздільна, Одеська область"
"[None, None]",,,"Новогеоргіївка, Одеська область"
"['46.44778', '28.97306']",46.44778,28.97306,"Петрівськ, Одеська область"
"['46.30094', '29.01958']",46.30094,29.01958,"Серпневе, Одеська область"
"[None, None]",,,"Кудрявка, Одеська область"
"['45.56253', '28.60461']",45.56253,28.60461,"Владичень, Одеська область"
"[None, None]",,,"Одеса АС ""Одеса ЖДВ"", Одеська область"
"['48.09875', '29.12463']",48.09875,29.12463,"Кодима, Одеська область"
"['45.89167', '28.94944']",45.89167,28.94944,"Олександрівка, Одеська область"
"['47.99646', '30.18571']",47.99646,30.18571,"Кричунове, Одеська область"
"['46.30495', '30.65478']",46.30495,30.65478,"Чорноморськ, Одеська область"
"['45.68119', '28.57138']",45.68119,28.57138,"Виноградівка, Одеська область"
"['45.45727', '28.29317']",45.45727,28.29317,"Рені, Одеська область"
"[None, None]",,,"Привольне, Одеська область"
"['45.68262', '28.61487']",45.68262,28.61487,"Болград, Одеська область"
"['45.54136', '28.669']",45.54136,28.669,"Криничне, Одеська область"
"['46.77002', '30.09889']",46.77002,30.09889,"Антонівка, Одеська область"
"['47.26449', '30.6742']",47.26449,30.6742,"Демидове, Одеська область"
"['47.54044', '29.46001']",47.54044,29.46001,"Окни, Одеська область"
"[None, None]",,,"Окни АС, Одеська область"
"[None, None]",,,"Одеса АС ""АВ Одеса"", Одеська область"
"['46.15631', '29.08628']",46.15631,29.08628,"Малоярославець, Одеська область"
"['45.83731', '29.61424']",45.83731,29.61424,"Татарбунари, Одеська область"
"['45.52128', '29.60471']",45.52128,29.60471,"Приморське, Одеська область"
"[None, None]",,,"Вилкове АС, Одеська область"
"['45.72118', '29.44045']",45.72118,29.44045,"Струмок, Одеська область"
"['45.97167', '28.98639']",45.97167,28.98639,"Дмитрівка, Одеська область"
"['48.13219', '30.08247']",48.13219,30.08247,"Саврань, Одеська область"
"[None, None]",,,"Ульянівка, Одеська область"
"['45.63927', '29.0791']",45.63927,29.0791,"Покровка, Одеська область"
"[None, None]",,,"Левадівка, Одеська область"
"[None, None]",,,"Миколаївка АС ""Миколаївка"", Одеська область"
"[None, None]",,,"Дубове, Одеська область"
"[None, None]",,,"вул. Паустовського, Одеська область"
"['46.57171', '30.69833']",46.57171,30.69833,"Набережне, Одеська область"
"[None, None]",,,"Доброслав АС, Одеська область"
"['45.45518', '29.26367']",45.45518,29.26367,"Кілія, Одеська область"
"['47.24269', '30.32969']",47.24269,30.32969,"Петровірівка, Одеська область"
"[None, None]",,,"м. Одеса (пл. Соборна), Одеська область"
"[None, None]",,,"Молода гвардія м. Одеса, Одеська область"
"[None, None]",,,"м. Одеса (вул. Марсельська), Одеська область"
"[None, None]",,,"с.Корсунці, Одеська область"
"[None, None]",,,"Городня, Одеська область"
"[None, None]",,,"Великоплоське, Одеська область"
"['46.16315', '29.64353']",46.16315,29.64353,"Мирнопілля, Одеська область"
"['45.91405', '29.19083']",45.91405,29.19083,"Делень, Одеська область"
"[None, None]",,,"Старокозаче АС, Одеська область"
"[None, None]",,,"В.Дальник, Одеська область"
"[None, None]",,,"Сухий Овраг, Одеська область"
"['46.18509', '29.86985']",46.18509,29.86985,"Успенівка, Одеська область"
"['47.99016', '28.92499']",47.99016,28.92499,"Олексіївка, Одеська область"
"['47.72008', '29.96635']",47.72008,29.96635,"Ананьїв, Одеська область"
"['45.7489', '28.61466']",45.7489,28.61466,"Залізничне, Одеська область"
"['46.50585', '30.32521']",46.50585,30.32521,"Теплодар, Одеська область"
"[None, None]",,,"Ізмаїл АС, Одеська область"
"['46.60071', '30.19587']",46.60071,30.19587,"Кагарлик, Одеська область"
"[None, None]",,,"Піщана, Одеська область"
"['45.86814', '29.92863']",45.86814,29.92863,"Жовтий Яр, Одеська область"
"['45.94358', '29.96472']",45.94358,29.96472,"Дивізія, Одеська область"
"['46.3025', '29.24167']",46.3025,29.24167,"Бородіно, Одеська область"
"[None, None]",,,"Веселий Кут (Арцизський район), Одеська область"
"['45.52359', '29.16462']",45.52359,29.16462,"Василівка, Одеська область"
"['46.56448', '30.60652']",46.56448,30.60652,"Велика Балка, Одеська область"
"['46.88869', '30.50561']",46.88869,30.50561,"Адамівка, Одеська область"
"['46.64004', '30.62125']",46.64004,30.62125,"Черевичне, Одеська область"
"['46.75934', '30.52907']",46.75934,30.52907,"Маринівка, Одеська область"
"['47.00726', '30.76435']",47.00726,30.76435,"Сербка, Одеська область"
"[None, None]",,,"Ониськове, Одеська область"
"['45.3388', '28.92758']",45.3388,28.92758,"Стара Некрасівка, Одеська область"
"['47.16057', '29.58226']",47.16057,29.58226,"Комарівка, Одеська область"
"[None, None]",,,"Цебрикове АС, Одеська область"
"['47.68331', '29.73148']",47.68331,29.73148,"Вишневе, Одеська область"
"[None, None]",,,"Росіянівка, Одеська область"
"['46.48399', '30.59341']",46.48399,30.59341,"Хлібодарське, Одеська область"
"[None, None]",,,"Чистоводне, Одеська область"
"[None, None]",,,"Курортне АС ""Курортне"", Одеська область"
"['46.07251', '30.46538']",46.07251,30.46538,"Затока, Одеська область"
"['46.0272', '30.37682']",46.0272,30.37682,"Сергіївка, Одеська область"
"[None, None]",,,"Савіньон, Одеська область"
"['47.12956', '31.21818']",47.12956,31.21818,"Основа, Одеська область"
"['47.08661', '29.64754']",47.08661,29.64754,"Великокомарівка, Одеська область"
"['47.07971', '29.85753']",47.07971,29.85753,"Велика Михайлівка, Одеська область"
"[None, None]",,,"Велика Михайлівка АС, Одеська область"
"['46.055', '29.28889']",46.055,29.28889,"Веселий Кут, Одеська область"
"['45.40214', '29.58595']",45.40214,29.58595,"Вилкове, Одеська область"
"['45.58214', '28.98509']",45.58214,28.98509,"Суворове, Одеська область"
"['45.50661', '28.5747']",45.50661,28.5747,"Котловина, Одеська область"
"['46.20126', '29.61871']",46.20126,29.61871,"Пасічне, Одеська область"
"['45.8068', '29.87635']",45.8068,29.87635,"Кочкувате, Одеська область"
"['46.04035', '30.05854']",46.04035,30.05854,"Мар'янівка, Одеська область"
"[None, None]",,,"Долинська, Одеська область"
"[None, None]",,,"Ширяєве АС, Одеська область"
"['47.33351', '29.87327']",47.33351,29.87327,"Затишшя, Одеська область"
