coords,lat,lng,name
"['47.55169', '36.84535']",47.55169,36.84535,"Зеленопіль, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Софіївку, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Гірсівку, Мордвинівку, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Новоіванківку, Любомирівку, Запорізька область"
"[None, None]",,,"Обіточне, ч/з Крижчине, Новоказанкувате, Чернігівську АС, Запорізька область"
"[None, None]",,,"Бердянськ (АС), ч/з Новоолексіївку, Маринівку, В'ячеславку, Коларівку, Запорізька область"
"[None, None]",,,"Велика Знам’янка, Запорізька область"
"[None, None]",,,"с. Миронівка, ч/з Приазовську АС, Запорізька область"
"[None, None]",,,"б/в ""Азов"", ч/з Мелітополь, Запорізька область"
"[None, None]",,,"Запоріжжя (АС), ч/з Маринівку, В'ячеславку, Коларівку, Токмацьку АС, Василівську АС, Запорізька область"
"[None, None]",,,"Гуляйполе (АС), Запорізька область"
"[None, None]",,,"Новоякимівка, ч/з Удачне, Новгородківку, Степне, Малий Утлюг, Високе, Запорізька область"
"[None, None]",,,"Червонодніпровка, Запорізька область"
"[None, None]",,,"Андріївка (ЦРЛ), ч/з  Новопетрівку, Осипенко, Миколаївку, К.Маркса, Берестове, Запорізька область"
"[None, None]",,,"Андріївка, ч/з Нововасилівку, Запорізька область"
"[None, None]",,,"Андріївка, ч/з Сахно, Дахно, с. Коза, Новосельське, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Новогупалівку, Вільнянську АС,  ст. Янцеве, Запорізька область"
"[None, None]",,,"Бердянськ (АС), ч/з Орлівку, Інзівку, Лозуватку, Новоолексіївку, Маринівку, Приморську АС, Запорізька область"
"[None, None]",,,"Кримка, ч/з Долинське, Запорізька область"
"[None, None]",,,"Червоне Поле, Запорізька область"
"[None, None]",,,"Верховина, Запорізька область"
"[None, None]",,,"Морозівка, ч/з Новодніпровку, Яворницьке, Запорізька область"
"[None, None]",,,"Петрівське, ч/з Гюнівку, Запорізька область"
"[None, None]",,,"Федорівка, ч/з Петропіль, Новопетрівку, Запорізька область"
"[None, None]",,,"Велика Білозерка (АС), ч/з Суворова, Запорізька область"
"[None, None]",,,"Радолівка, 
ч/з Маринівку, Вячеславку, Болгарку, 
ст. Єлизаветівку, Єлизаветівку, Єлисеївку, Гюнівку, Запорізька область"
"[None, None]",,,"Радолівка, 
ч/з Маринівку, Вячеславку, Болгарку, Юріївку, Зеленівку, Нельгівку,  ст. Нельгівку, Гюнівку, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Кірово, Вільнянську АС, Матвіївку, Скворцово, Запорізька область"
"[None, None]",,,"с. Розівка Приазовського району, Запорізька область"
"[None, None]",,,"Мелітополь (), 
ч/з Більмацьку АС, Чернігівську АС, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Бурчак, Василівську АС, Запорізька область"
"[None, None]",,,"Андріївка, ч/з Новотроїцьке, Запорізька область"
"[None, None]",,,"Вибоєве, ч/з Малинівку, Берестове, Запорізька область"
"['47.07082', '36.96122']",47.07082,36.96122,"Калайтанівка, Запорізька область"
"[None, None]",,,"Новосолдатське, ч/з Радивонівку, Миколаївку, Запорізька область"
"[None, None]",,,"Шевченка, ч/з Дмитрівку, Запорізька область"
"['46.84761', '36.57347']",46.84761,36.57347,"Дмитрівка, Запорізька область"
"[None, None]",,,"Осипенко, ч/з Старопетрівку, Запорізька область"
"[None, None]",,,"Осипенко, ч/з Нововасилівку, Запорізька область"
"[None, None]",,,"Андрівка, Запорізька область"
"[None, None]",,,"Луначарське, Запорізька область"
"[None, None]",,,"Новопетрівка, ч/з готель ""Бердянськ"", Запорізька область"
"[None, None]",,,"Самійлівка,
ч/з Новоукраїнку, Гоголівку, Червоноселівку, Сміле, Запорізька область"
"[None, None]",,,"Шевченківське,
ч/з Руденка, Тернове, Труженку, Запорізька область"
"[None, None]",,,"Більманка, ч/з Трудове, Запорізька область"
"[None, None]",,,"Титове,
ч/з Трудове, ст. Більманка, Олексіївку, Смирнове, Вершину Другу, Запорізька область"
"[None, None]",,,"Василівка (АС), ч/з Степногірськ, Кам'янське, Запорізька область"
"[None, None]",,,"Василівка (АС), ч/з Переможне, Коновалова, Червоноармійське, Грозове, Гладке, Підгірне, Запорізька область"
"['47.38336', '34.94396']",47.38336,34.94396,"Балки, Запорізька область"
"[None, None]",,,"Василівка (АС), ч/з Дніпрорудне АС, Запорізька область"
"[None, None]",,,"Дніпрорудне (АС), Запорізька область"
"[None, None]",,,"Шевченка, ч/з Підгірне, 
Першотравневе, Запорізька область"
"[None, None]",,,"Калинівка, ч/з Ясну Поляну, Менчикури, Чкалове, Корніївку, Запорізька область"
"[None, None]",,,"Озерне, ч/з Єлізаветівку, Білоріцьке, Запорізька область"
"[None, None]",,,"Гоголівка, ч/з Зелений Гай, Мусіївку, Запорізька область"
"[None, None]",,,"Новобогданівка, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Новотроїцьке, Михайлівку, зупинку «пр. Моторобудівників» у м. Запоріжжі, Запорізька область"
"[None, None]",,,"Новогупалівка, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі, Михайлівку, Новотроїцьке, Запорізька область"
"[None, None]",,,"Тернівка, ч/з Михайлівку, Гнаровське, Запорізька область"
"[None, None]",,,"Соколівка, Запорізька область"
"[None, None]",,,"Спасівка, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі, Запорізька область"
"[None, None]",,,"Зелене,  ч/з зупинку                           «пр. Моторобудівників» у  м. Запоріжжі, Вільнянську АС, Біляївку, Запорізька область"
"[None, None]",,,"Поди, 
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Вільнянську АС, Павлівське, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі, Запорізька область"
"[None, None]",,,"Матвіївка, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі, Запорізька область"
"[None, None]",,,"Вільноандріївка, ч/з Матвіївку, Люцерну, Запорізька область"
"[None, None]",,,"Андріївка, Запорізька область"
"[None, None]",,,"Вільнянськ (АС), ч/з Кам’яне, Запорізька область"
"[None, None]",,,"Василівське, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі, Матвіївку, Михайлівку, Криничне, Запорізька область"
"[None, None]",,,"Вільноуланівське, Запорізька область"
"[None, None]",,,"Дачний кооператив “Переможець”, ч/з Богатирівку, дачний кооператив «Агломерат», Запорізька область"
"[None, None]",,,"Благовіщенське,
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Троянди, Купріянівку, Гасанівку, Дружелюбівку, Матвіївку, Запорізька область"
"[None, None]",,,"Миролюбівка, ч/з зупинку «пр. Моторобудівників» у м. Запоріжжі, Запорізька область"
"[None, None]",,,"Вільногрушівське, Запорізька область"
"[None, None]",,,"Вільногрушівське, ч/з Богатирівку, Запорізька область"
"[None, None]",,,"Вільнянськ (АС),
ч/з зупинку «пр. Моторобудівників» у 
м. Запоріжжі, Гнаровське, Запорізька область"
"[None, None]",,,"Новозлатопіль, ч/з Затишшя, Червоне, Зелений Гай, Малинівку, Запорізька область"
"[None, None]",,,"Рибне, ч/з Яблукове, Рівнопілля, Яблукове, Нове, Успенівку, Солодке, Запорізька область"
"[None, None]",,,"Долинка, ч/з Залізничне, Староукраїнку, Святопетрівку, Криничне, Цвіткове, Верхню Терсу, Воздвижівку, Верхню Терсу, Копані, Запорізька область"
"[None, None]",,,"Нове Запоріжжя, ч/з Варварівку, Прилуки, Добропілля, Запорізька область"
"['47.62057', '36.36207']",47.62057,36.36207,"Марфопіль, Запорізька область"
"[None, None]",,,"Загірне, ч/з Гуляйпільське, Чарівне, Мирне, Запорізька область"
"[None, None]",,,"Приютне, ч/з Затишшя, Червоне, Веселе, Малинівку, Новозлатопіль, Любимівку, Ремівку, Запорізька область"
"[None, None]",,,"Темирівка, ч/з Яблукове, Успенівку, Новоіванівку, Запорізька область"
"[None, None]",,,"школа Інтернат Залізничної селищної ради, ч/з Зелене, Запорізька область"
"['47.75289', '35.365']",47.75289,35.365,"Новоолександрівка, Запорізька область"
"[None, None]",,,"Запорожець, ч/з Юльївку, Запорізька область"
"[None, None]",,,"Запорожець, ч/з Новоолександрівку, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Степне, Новоолександрівку, Новооленівку, Запорізька область"
"[None, None]",,,"Широке, ч/з Ручаївку, Запорізька область"
"[None, None]",,,"Широке, ч/з Сонячне, Запорізька область"
"[None, None]",,,"Веселянка, Запорізька область"
"['47.84208', '35.35287']",47.84208,35.35287,"Наталівка, Запорізька область"
"[None, None]",,,"Лежине, Запорізька область"
"[None, None]",,,"Біленьке, Запорізька область"
"['47.79847', '35.30651']",47.79847,35.30651,"Степне, Запорізька область"
"[None, None]",,,"Володимирівське, Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Бабурку, Запорізька область"
"[None, None]",,,"Яворницьке, Запорізька область"
"[None, None]",,,"Придніпровське, Запорізька область"
"[None, None]",,,"Відрадне, Запорізька область"
"[None, None]",,,"Привітне, Запорізька область"
"['47.6555', '35.25649']",47.6555,35.25649,"Малокатеринівка, Запорізька область"
"[None, None]",,,"Кушугум (зупинка ст. Осетрівка), Запорізька область"
"[None, None]",,,"Дніпрельстан, Запорізька область"
"[None, None]",,,"Відрадне, ч/з Августинівку, Запорізька область"
"['47.95921', '34.95946']",47.95921,34.95946,"Лукашеве, Запорізька область"
"[None, None]",,,"Кушугум (вул. Зразкова), Запорізька область"
"['47.47985', '34.75323']",47.47985,34.75323,"Іванівка, Запорізька область"
"['47.45397', '34.83369']",47.45397,34.83369,"Благовіщенка, Запорізька область"
"['47.42945', '34.61805']",47.42945,34.61805,"Дніпровка, Запорізька область"
"[None, None]",,,"Цвіткове, Запорізька область"
"[None, None]",,,"Нововодяне, Запорізька область"
"[None, None]",,,"Подове, Запорізька область"
"[None, None]",,,"Енергодар (АС), ч/з Великобілозерську АС, Запорізька область"
"[None, None]",,,"Суворова, ч/з Великобілозерську АС, Запорізька область"
"[None, None]",,,"Терпіння, ч/з Семенівку, Рівне, Північне, Запорізька область"
"[None, None]",,,"Зарічне, ч/з Рівне, Терпіння, Запорізька область"
"[None, None]",,,"Світлодолинське, ч/з Семенівку, Рівне, Північне, Терпіння, Зарічне, Травневе, Прилуківку, Кам'янське, Запорізька область"
"[None, None]",,,"Мирне, ч/з Семенівку, Рівне, Запорізька область"
"['46.81673', '35.42287']",46.81673,35.42287,"Костянтинівка, Запорізька область"
"[None, None]",,,"Ясне, Запорізька область"
"[None, None]",,,"Кам’яна могила, Запорізька область"
"[None, None]",,,"Новомиколаївка, ч/з Удачне, Запорізька область"
"[None, None]",,,"Відродження, ч/з Новобогданівку,  ст. Федорівку, Запорізька область"
"['46.74621', '35.36658']",46.74621,35.36658,"Мордвинівка, Запорізька область"
"[None, None]",,,"Вознесенка, Запорізька область"
"[None, None]",,,"Орлово, Запорізька область"
"[None, None]",,,"Арабка, ч/з Вознесенівку, Тихонівку, Борисівку, Астраханку, Свободне, Запорізька область"
"[None, None]",,,"Фруктове, ч/з Удачне, Долинське, Кирпичне, Запорізька область"
"['46.92877', '35.45484']",46.92877,35.45484,"Тамбовка, Запорізька область"
"[None, None]",,,"Тамбовка, ч/з Семенівку до “Білої акації”, Запорізька область"
"['47.05501', '35.44626']",47.05501,35.44626,"Троїцьке, Запорізька область"
"[None, None]",,,"Садове (у режимі маршрутного таксі), Запорізька область"
"['47.01719', '35.38454']",47.01719,35.38454,"Спаське, Запорізька область"
"[None, None]",,,"Першотравневе, ч/з Обільне, Східне, Трудове, Запорізька область"
"[None, None]",,,"Новопилипівка, ч/з Соснівку, Оленівку, Запорізька область"
"[None, None]",,,"Терпіння, ч/з Мелітопольську , Семенівку, Рівне, Північне, Запорізька область"
"[None, None]",,,"Федорівка, Запорізька область"
"[None, None]",,,"Пришиб, 
ч/з зупинки «ТМО», «Олійниця», Запорізька область"
"[None, None]",,,"Пришиб, 
ч/з зупинки «Перетин вул. Запорізька та вул. Суворова», Михайлівську АС, «Олійниця», Запорізька область"
"[None, None]",,,"Михайлівка (АС), Запорізька область"
"[None, None]",,,"Високе, ч/з Пришиб, Запорізька область"
"[None, None]",,,"Нове Поле,  ч/з Роздол, Виноградівку, Завітне, Кавунівку, Шевченка, Вишнівку, Абрикосівку, Запорізька область"
"[None, None]",,,"Барвинівка, ч/з Любимівку, Бурчак, Запорізька область"
"[None, None]",,,"Мала Токмачка, ч/з Преображенку, Запорізька область"
"[None, None]",,,"Новоандріївка, ч/з Новопавлівку, Запорізька область"
"[None, None]",,,"Васинівка, Запорізька область"
"['46.6437', '35.02966']",46.6437,35.02966,"Новоданилівка, Запорізька область"
"['47.77037', '35.82381']",47.77037,35.82381,"Вільнянка, Запорізька область"
"[None, None]",,,"Оріхів (АС), Запорізька область"
"[None, None]",,,"Запоріжжя, ч/з Магдалинівку, Комишуваську АС, Запорізька область"
"['47.70891', '35.61988']",47.70891,35.61988,"Одарівка, Запорізька область"
"[None, None]",,,"Григорівка, ч/з Басань, Семенівку, Запорізька область"
"[None, None]",,,"Федорівка, ч/з Костянтинівку, Новоселівку, Шевченка, Запорізька область"
"[None, None]",,,"Шевченкове, ч/з Ожерельне, Басань, Тарасівку, Григорівку, Запорізька область"
"[None, None]",,,"Кінські Роздори, ч/з Воскресенку, Запорізька область"
"[None, None]",,,"Вербове, ч/з Інженерне, Новокарлівку, Новофедорівку, Запорізька область"
"['46.81491', '35.87105']",46.81491,35.87105,"Воскресенка, Запорізька область"
"['46.84513', '36.03755']",46.84513,36.03755,"Ганнівка, Запорізька область"
"[None, None]",,,"Примпосад,ч/з Приазовську АС, Запорізька область"
"[None, None]",,,"б/в ""Азов"", ч/з Новокостянтинівку, Запорізька область"
"[None, None]",,,"Нововасилівка, ч/з Приазовську АС, Запорізька область"
"[None, None]",,,"Приморськ (АС), ч/з Подспор’є, Запорізька область"
"[None, None]",,,"Петрівка, ч/з Калинівку, Мануйлівку, Запорізька область"
"[None, None]",,,"Партизани, ч/з Борисівку, Лозанівку, Запорізька область"
"[None, None]",,,"Преслав, ч/з Комишуватку, Запорізька область"
"[None, None]",,,"Запорізьке, ч/з Новомлинівку, Багатівку, Мирське, Маринопіль, Новозлатопіль, Форойс, Кобильне, Солодководне, Іванівку, Запорізька область"
"[None, None]",,,"Надійне, ч/з Святотроїцьке, Зорю, Новгород, Зеленопіль, Запорізька область"
"[None, None]",,,"Вільне, ч/з Листвянку, Вишнювате, Запорізька область"
"[None, None]",,,"Антонівка, ч/з Азов, Запорізька область"
"[None, None]",,,"Багатівка, ч/з Кузнецівку, Запорізька область"
"[None, None]",,,"Токмак (АС), ч/з Таврію, Покровське, Запорізька область"
"[None, None]",,,"Токмак (АС), Запорізька область"
"[None, None]",,,"Токмак (АС), ч/з Новомиколаївку, Мостове, Запорізька область"
"[None, None]",,,"с. Скелювате, Запорізька область"
"[None, None]",,,"Новолюбимівка, ч/з Вишневе, Запорізька область"
"[None, None]",,,"Токмак (АС), ч/з Переможне, Таврію, Запорізька область"
"[None, None]",,,"Роботине, Запорізька область"
"[None, None]",,,"Нове, ч/з Садове, Червоногірку, Запорізька область"
"[None, None]",,,"Гришине, ч/з Світле, Балкове, Козолугівку, Запорізька область"
"[None, None]",,,"Мирне, ч/з Покровське, Чистопілля, Запорізька область"
"[None, None]",,,"Заможне, Запорізька область"
"['47.14686', '36.46053']",47.14686,36.46053,"Обіточне, Запорізька область"
"[None, None]",,,"Якимівка (АС), Запорізька область"
"[None, None]",,,"Богатир, Запорізька область"
"[None, None]",,,"Олександрівка,                                  ч/з Якимівську АС, Запорізька область"
"[None, None]",,,"Таврія, Запорізька область"
"['51.89415', '34.10361']",51.89415,34.10361,"Степанівка, Сумська область"
"['51.25386', '33.86046']",51.25386,33.86046,"Дич, Сумська область"
"[None, None]",,,"Біжівка ч/з Сніжки, Сумська область"
"[None, None]",,,"Бошівка, Сумська область"
"[None, None]",,,"Харченки ч/з Ярове, Романчукове, Сумська область"
"['50.4243', '35.47989']",50.4243,35.47989,"Велика Писарівка, Сумська область"
"['51.36469', '33.58654']",51.36469,33.58654,"Хижки, Сумська область"
"[None, None]",,,"Дептівка, Сумська область"
"[None, None]",,,"Дубов`язівка, Сумська область"
"[None, None]",,,"Червоний Яр до                         В`язового, Сумська область"
"['51.39108', '33.33962']",51.39108,33.33962,"Жолдаки, Сумська область"
"[None, None]",,,"Заводи, Сумська область"
"['51.30305', '33.50398']",51.30305,33.50398,"Козацьке, Сумська область"
"['51.01708', '33.22972']",51.01708,33.22972,"Кошари, Сумська область"
"[None, None]",,,"Крупське, Сумська область"
"[None, None]",,,"М.Самбір                                                                                 Заводи                           Соснівка, Сумська область"
"[None, None]",,,"Пекарі, Сумська область"
"[None, None]",,,"Попівка, Сумська область"
"['51.3167', '33.12439']",51.3167,33.12439,"Таранське, Сумська область"
"[None, None]",,,"Тернівка, Сумська область"
"[None, None]",,,"Дернова, Сумська область"
"[None, None]",,,"Мащанка, Сумська область"
"[None, None]",,,"Криничне, Сумська область"
"[None, None]",,,"Мартинівка, Сумська область"
"['50.63333', '35.10977']",50.63333,35.10977,"Жигайлівка, Сумська область"
"[None, None]",,,"В’язове, Сумська область"
"[None, None]",,,"Будне                                            до ст.Іванівки, Сумська область"
"[None, None]",,,"Бакирівка ч/з Литовку, Сумська область"
"[None, None]",,,"Доброславівка, Сумська область"
"[None, None]",,,"Кудряве ч/з Високе, Вербове, Веселий Гай, Сумська область"
"[None, None]",,,"Мирне  Сонячне,                                                                                     Березня, Сумська область"
"[None, None]",,,"Українка, Сумська область"
"[None, None]",,,"Хухра                                                                                                                                                                         із заїздом до с. Пилівка, Сумська область"
"[None, None]",,,"Миколаївка чз Комиші, Сумська область"
"['50.75998', '35.16681']",50.75998,35.16681,"Чернеччина, Сумська область"
"['50.41926', '34.63422']",50.41926,34.63422,"Грінченкове, Сумська область"
"[None, None]",,,"Журавне, Сумська область"
"['50.14438', '34.65183']",50.14438,34.65183,"Куземин, Сумська область"
"[None, None]",,,"Козаче, Сумська область"
"['51.37362', '34.00388']",51.37362,34.00388,"Мазівка, Сумська область"
"[None, None]",,,"Веселе, Сумська область"
"['51.10632', '33.44031']",51.10632,33.44031,"Красне, Сумська область"
"[None, None]",,,"Юрיєве, Сумська область"
"['51.44936', '33.84805']",51.44936,33.84805,"Ротівка, Сумська область"
"[None, None]",,,"Рівне, Сумська область"
"[None, None]",,,"Мачулища, Сумська область"
"['51.20992', '33.98629']",51.20992,33.98629,"Чаплищі, Сумська область"
"[None, None]",,,"Старі Гончари (до с.Ширяєве), Сумська область"
"[None, None]",,,"Нова Слобода, Сумська область"
"[None, None]",,,"Безсалівка ч/з Іскрисківщину                                  до Іскрисківщини, Сумська область"
"[None, None]",,,"ст.Ворожба, Сумська область"
"[None, None]",,,"Ободи із заїздом у Волфине, Сумська область"
"[None, None]",,,"Біликівка із заїздом в Миколаївку*     до Супрунівки**                                                               до Сергіївки***, Сумська область"
"['50.84591', '34.24442']",50.84591,34.24442,"Верхосулка, Сумська область"
"['50.90172', '34.1383']",50.90172,34.1383,"Товста, Сумська область"
"[None, None]",,,"Червоне, Сумська область"
"[None, None]",,,"Річки, Сумська область"
"['50.94786', '34.37813']",50.94786,34.37813,"Жовтневе, Сумська область"
"[None, None]",,,"Луциківка, Сумська область"
"['50.77249', '33.2696']",50.77249,33.2696,"Гришине, Сумська область"
"[None, None]",,,"Біловоди                                                                                         Москалівка, Сумська область"
"['50.82172', '33.63567']",50.82172,33.63567,"Вощилиха, Сумська область"
"['50.82701', '34.21343']",50.82701,34.21343,"Новопетрівка, Сумська область"
"['50.74085', '33.70722']",50.74085,33.70722,"Мале, Сумська область"
"[None, None]",,,"Галка, Сумська область"
"[None, None]",,,"Рогинці, Сумська область"
"[None, None]",,,"Хоминці, Сумська область"
"[None, None]",,,"Косарівщина, Сумська область"
"['50.59948', '33.18069']",50.59948,33.18069,"Волошнівка, Сумська область"
"['50.97617', '33.49624']",50.97617,33.49624,"Коновали, Сумська область"
"['50.68025', '33.22803']",50.68025,33.22803,"Лісківщина, Сумська область"
"['50.78106', '33.57338']",50.78106,33.57338,"Пустовійтівка,,,,, Сумська область"
"['50.533', '33.56741']",50.533,33.56741,"Холодник, Сумська область"
"[None, None]",,,"М.Бубни, Сумська область"
"[None, None]",,,"Кролевець                    ч/з  Глухів, Сумська область"
"[None, None]",,,"Ромни                          ч/з  Терни, Сумська область"
"[None, None]",,,"Терни, Сумська область"
"['51.18557', '35.08767']",51.18557,35.08767,"Басівка, Сумська область"
"[None, None]",,,"Високе, Сумська область"
"[None, None]",,,"Буринь ч/з Вознесенку, Сумська область"
"[None, None]",,,"Буринь ч/з Жуківку, Сумська область"
"[None, None]",,,"В.Писарівка      ч/з   Красноп., Сумська область"
"[None, None]",,,"Солдатське                 до тарасівки, Сумська область"
"[None, None]",,,"Василівка, Сумська область"
"[None, None]",,,"Лебедин ч/з Ворожбу, Сумська область"
"[None, None]",,,"М.Вистороп, Сумська область"
"[None, None]",,,"Межиріч ч/з Штепівку, Сумська область"
"[None, None]",,,"Межиріч через Лебедин, Сумська область"
"['50.90898', '33.81373']",50.90898,33.81373,"Хоружівка, Сумська область"
"[None, None]",,,"ст.Торохтяний, Сумська область"
"[None, None]",,,"Ямпіль, Сумська область"
"[None, None]",,,"Бунякине, Сумська область"
"[None, None]",,,"Михайлівка, Сумська область"
"[None, None]",,,"Боровенька, Сумська область"
"[None, None]",,,"М.Рибиця ч/з Осоївку, Сумська область"
"[None, None]",,,"Миропілля ч/з Осоївку, Сумська область"
"[None, None]",,,"Краснопілля ч/з Миропілля, Сумська область"
"[None, None]",,,"Конотоп ч/з Буринь, Сумська область"
"[None, None]",,,"Яблучне, Сумська область"
"['51.25268', '34.24895']",51.25268,34.24895,"Рижівка, Сумська область"
"[None, None]",,,"Куянівка, Сумська область"
"[None, None]",,,"Комиші перелуг, Сумська область"
"[None, None]",,,"Суми  до Охтирки, Сумська область"
"[None, None]",,,"Руднєве, Сумська область"
"['50.76791', '34.20785']",50.76791,34.20785,"Мирне, Сумська область"
"[None, None]",,,"Пристайлове, Сумська область"
"[None, None]",,,"Шалигіне ч/з Глухів, Сумська область"
"['50.90548', '33.64702']",50.90548,33.64702,"Томашівка, Сумська область"
"[None, None]",,,"Саєве, Сумська область"
"['50.61949', '34.37423']",50.61949,34.37423,"Курган, Сумська область"
"[None, None]",,,"Ромни ч/з Конотоп, Сумська область"
"[None, None]",,,"Маршали, Сумська область"
"[None, None]",,,"Кам”янецьке, Сумська область"
"[None, None]",,,"В.Бубни, Сумська область"
"[None, None]",,,"Суми ч/з Жуківку, Сумська область"
"[None, None]",,,"Суми ч/з Слободу, Сумська область"
"[None, None]",,,"Суми ч/з Білопілля, Сумська область"
"[None, None]",,,"Суми ч/з Миропілля, Сумська область"
"[None, None]",,,"Суми ч/з Буринь, Сумська область"
"[None, None]",,,"Кролевець ч/з Любитове, Сумська область"
"['52.18477', '33.3635']",52.18477,33.3635,"Боровичі, Сумська область"
"[None, None]",,,"Очкине, Сумська область"
"[None, None]",,,"Антонівка, Сумська область"
"[None, None]",,,"С.Буда ч/з  Зн.Новгородське, Сумська область"
"[None, None]",,,"Ромни  ч/з Буринь, Сумська область"
"[None, None]",,,"Княжичі, Сумська область"
"[None, None]",,,"Суми   (Сопич), Сумська область"
"[None, None]",,,"Суми ч/з  Глухів, Сумська область"
"[None, None]",,,"Суми  ч/з Воргол, Сумська область"
"[None, None]",,,"Суми ч/з Ярославець, Сумська область"
"[None, None]",,,"Суми  ч/з Штепівку, Сумська область"
"[None, None]",,,"Суми ч/з Беєве, Сумська область"
"[None, None]",,,"Ромни ч/з Л.Долину, Сумська область"
"[None, None]",,,"Конотоп ч/з Сміле, Сумська область"
"[None, None]",,,"Суми                                                                                         Хустянка, Сумська область"
"[None, None]",,,"Марчихина Буда                                                                                                           Руденка, Сумська область"
"[None, None]",,,"Суми ч/з Семенівку, Сумська область"
"[None, None]",,,"Суми ч/з Мельникове *, Сумська область"
"['50.47427', '33.73795']",50.47427,33.73795,"Лучка, Сумська область"
"[None, None]",,,"ст.Ворожба ч/з Жовтневе, Сумська область"
"[None, None]",,,"Миропілля, Сумська область"
"[None, None]",,,"М.Бобрик, Сумська область"
"['50.88414', '34.44008']",50.88414,34.44008,"Рудка, Сумська область"
"[None, None]",,,"Коршачина, Сумська область"
"[None, None]",,,"Улянівка ч/з Веселе,, Сумська область"
"[None, None]",,,"Улянівка ч/з Тімірязівку, Сумська область"
"[None, None]",,,"Набережне, Сумська область"
"['50.71304', '34.69929']",50.71304,34.69929,"Патріотівка, Сумська область"
"[None, None]",,,"Хустянка, Сумська область"
"['50.84594', '33.6472']",50.84594,33.6472,"Коритище, Сумська область"
"[None, None]",,,"ст.Терещенська, Сумська область"
"['51.86674', '33.86098']",51.86674,33.86098,"Воздвиженське, Сумська область"
"[None, None]",,,"Свеса, Сумська область"
"['51.90873', '33.68326']",51.90873,33.68326,"Усок, Сумська область"
"[None, None]",,,"Яструбине ч/з Річки, Сумська область"
"[None, None]",,,"Гринівка чз Сміле, Сумська область"
"['52.14174', '33.83213']",52.14174,33.83213,"Пигарівка, Сумська область"
"['50.88051', '34.71408']",50.88051,34.71408,"Сад, Сумська область"
"['50.99517', '34.04943']",50.99517,34.04943,"Володимирівка, Сумська область"
"['51.08113', '34.77089']",51.08113,34.77089,"Хотінь, Сумська область"
"['51.44448', '33.30627']",51.44448,33.30627,"Ленінське, Сумська область"
"[None, None]",,,"Кіндратівка, Сумська область"
"[None, None]",,,"Хоті), Сумська область"
"[None, None]",,,"Миколаївка (Над'ярне), Сумська область"
"['51.44448', '33.30627']",51.44448,33.30627,"Спаське, Сумська область"
"['51.0519', '34.71104']",51.0519,34.71104,"Кровне, Сумська область"
"['50.85', '35.01667']",50.85,35.01667,"Залізняк, Сумська область"
"[None, None]",,,"Стінка, Сумська область"
"[None, None]",,,"В.Сироватка, Сумська область"
"[None, None]",,,"Н.Сироватка ч/з Червоне, Сумська область"
"['50.83524', '34.51167']",50.83524,34.51167,"Печище, Сумська область"
"['51.12215', '35.04061']",51.12215,35.04061,"Юнаківка, Сумська область"
"['51.25556', '34.45159']",51.25556,34.45159,"Рогізне, Сумська область"
"[None, None]",,,"Стецьківка, Сумська область"
"[None, None]",,,"Радьківка, Сумська область"
"['51.07181', '34.98498']",51.07181,34.98498,"Марїне (Пролетарське), Сумська область"
"[None, None]",,,"Старе Село, Сумська область"
"[None, None]",,,"Яструбине ч/з Софіївку, Сумська область"
"[None, None]",,,"Червонопрапорне, Сумська область"
"[None, None]",,,"В.Вільми, Сумська область"
"[None, None]",,,"Новоселиця, Сумська область"
"[None, None]",,,"Склярівка, Сумська область"
"['50.96048', '34.86104']",50.96048,34.86104,"Хомине, Сумська область"
"[None, None]",,,"В.Чернеччина, Сумська область"
"[None, None]",,,"Битиця, Сумська область"
"[None, None]",,,"Вакалівщина, Сумська область"
"[None, None]",,,"Могриця, Сумська область"
"[None, None]",,,"Шпилівка, Сумська область"
"[None, None]",,,"Н.Суханівка, Сумська область"
"[None, None]",,,"Лікарське, Сумська область"
"['50.90329', '34.64072']",50.90329,34.64072,"Солідарне, Сумська область"
"[None, None]",,,"Насіннєва станція, Сумська область"
"[None, None]",,,"Головашівка, Сумська область"
"[None, None]",,,"Рибці, Сумська область"
"[None, None]",,,"Н.Сироватка через В.Сироватку, Сумська область"
"['50.86806', '34.95117']",50.86806,34.95117,"Бездрик, Сумська область"
"['50.91794', '34.89746']",50.91794,34.89746,"Токарі, Сумська область"
"[None, None]",,,"Дубовичі, Сумська область"
