id,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses,count
5928,Херсон АВ - Іванівка АС ч/з Фрунзе,Херсон АВ,Іванівка АС ч/з Фрунзе,4915317283416972112,Херсонська область,NA,щоденно,NA,NA,NA,NA,ФОП Де-Луко М.Ф.,NA,1
5929,Херсон АВ - Скадовка,Херсон АВ,Скадовка,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорії М3, класу ІІІ 27 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
5930,Херсон АВ - Асканія Нова АС,Херсон АВ,Асканія Нова АС,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорії М3, класу ІІІ 30 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
5931,Балтазарівка - Херсон АВ,Балтазарівка,Херсон,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорії М3, класу ІІІ 30 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
5932,Херсон АВ - Чаплинка АС,Херсон АВ,Чаплинка АС,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорії М3, класу ІІІ 28, 30 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
5933,"Чаплинка АС - Гаряче джерело ч/з Громівку, Генічеськ АС",Чаплинка АС,"Гаряче джерело ч/з Громівку, Генічеськ АС",0,Херсонська область,NA,щоденно,NA,"класу А, В не більше 22 пасажиромісць та класу ІІ, ІІІ понад 22 пасажиромісця",NA,NA,NA,NA,1
5934,Долинське - Херсон АС,Долинська,Херсон,6014017416113437728,Херсонська область,NA,щоденно ,NA,"категорії М3, класу ІІІ 25, 27, 30  пасажирських місць",NA,NA,"ТОВ ""Херсонське АТП 16527"" адреса: м. Херсон, Новомиколаївське шосе 9 ,  № 572 від 26.08.2016 ",NA,1
5935,Херсон АВ - Іванівка ч/з Чаплинку АС ,Херсон АВ,Іванівка ч/з Чаплинку АС,0,Херсонська область,NA,щоденно ,NA,"категорії М3, класу ІІІ 28 пасажирських місць",NA,NA,NA,NA,1
5936,Чаплинка АС - Мирне (ст. Каланчак),Чаплинка АС,Мирне (ст. Каланчак),8032231653581709168,Херсонська область,NA,щоп'ятниці,NA,"клас В, ІІ, ІІІ",NA,NA,"ТОВ ""Каховське АТП - 16506""",NA,1
5937,Чаплинка АС - Хорли ч/з Каланчак АС,Чаплинка АС,Хорли ч/з Каланчак АС,8032231653581709168,Херсонська область,NA,"сезонно з 01.06 до 31.08, щосуботи та щонеділі",NA,"клас В, ІІ, ІІІ",NA,NA,"ТОВ ""Каховське АТП - 16506""",NA,1
5938,Асканія Нова АС - Херсон АВ,Асканія Нова,Херсон,8032231653581709168,Херсонська область,NA,щоденно (крім неділі),NA,"клас В, ІІ, ІІІ",NA,NA,"ТОВ ""Каховське АТП - 16506""",NA,1
5939,Скадовка - Херсон АВ ч/з Чаплинку АС,Скадовка,Херсон АВ ч/з Чаплинку АС,8032231653581709168,Херсонська область,NA,щоденно (крім суботи та неділі),NA,"клас В, ІІ, ІІІ",NA,NA,"ТОВ ""Каховське АТП - 16506""",NA,1
5940,Асканія Нова АС - Херсон АС ч/з Чаплинка АС,Асканія Нова,Херсон АС ч/з Чаплинка АС,8032231653581709168,Херсонська область,NA,щоденно,NA,"клас В, ІІ, ІІІ",NA,NA,"ТОВ ""Каховське АТП - 16506""",NA,1
5941,Маркеєв - Каховка АС ч/з Чаплинка АС (не виконується),Маркеєв,Каховка АС ч/з Чаплинка АС (не виконується),8032231653581709168,Херсонська область,NA,NA,NA,"клас В, ІІ, ІІІ",NA,NA,"ТОВ ""Каховське АТП - 16506""",NA,1
5942,Питомник - Херсон АВ ч/з Асканія Нова АС,Питомник,Херсон АВ ч/з Асканія Нова АС,8032231653581709168,Херсонська область,NA,щоденно,NA,"клас В, ІІ, ІІІ",NA,NA,"ТОВ ""Каховське АТП - 16506""",NA,1
5943,Херсон АВ -Іванівка ч/з Чаплинку АС,Херсон АВ,Іванівка ч/з Чаплинку АС,3999236150191997114,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ФОП Шмагановський Олександр Володимирович, адреса:75100, Херсонська область, м.Олешки, вул.Олімпійська 13,кв.62; АВ №543484",NA,1
5944,Нововоронцовка АС - Херсон АВ (не обслуговуэться),Нововоронцовка АС,Херсон АВ (не обслуговуэться),5254051014469241908,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 22, 30, 37 пасажирських місць, категорія М2, класу В 18 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
5945,Нововоскресенське - Херсон АВ (не обслуговується),Нововоскресенське,Херсон АВ (не обслуговується),5254051014469241908,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 27, 30, 49 пасажирських місць, категорія М3, класу В 18 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
5947,Високопілля АС - Новоронцовка,Високопілля АС,Нововоронцовка,0,Херсонська область,NA,щоденно,NA,"класу А,В не більше 22 пасажиромісць та класу ІІ, ІІІ понад 22 пасажиромісця",NA,NA,NA,NA,1
5948,Нововоронцовка АС - Херсон АВ,Нововоронцовка АС,Херсон,5254051014469241908,Херсонська область,NA,щоденно,NA,"класу А,В не більше 22 пасажиромісць та класу ІІ, ІІІ понад 22 пасажиромісця",NA,NA,"ТОВ ""Іксора""",NA,1
5949,Нововоронцовка АС - Високопілля АС,Нововоронцовка АС,Високопілля АС,0,Херсонська область,NA,щоденно,NA,"класу А,В не більше 22 пасажиромісць та класу ІІ, ІІІ понад 22 пасажиромісця",NA,NA,NA,NA,1
5950,Михайлівка - Нововоронцовка АС,Михайлівка,Нововоронцовка АС,0,Херсонська область,NA,факультативно (по понеділкам та п'ятницям),NA,"класу А,В не більше 22 пасажиромісць та класу ІІ, ІІІ понад 22 пасажиромісця",NA,NA,NA,NA,1
5951,Миролюбівка - Нововоронцовка АС,Миролюбівка,Нововоронцовка АС,0,Херсонська область,NA,факультативно (по понеділкам та п'ятницям),NA,"класу А,В не більше 22 пасажиромісць та класу ІІ, ІІІ понад 22 пасажиромісця",NA,NA,NA,NA,1
5953,Каланчак -Херсон АС ч/з Новокиївку,Каланчак,Херсон АС ч/з Новокиївку,116552734558489209,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІ 49 пасажирських місць, категорія М3, класу І 41 пасажирських місць, категорія М2, класу В 19 пасажирських місць",NA,NA,"ТОВ СП ""ЯМАК""",NA,1
5954,Хорли ч/з Каланчак - Херсон АС,Хорли ч/з Каланчак,Херсон,116552734558489209,Херсонська область,NA,щоденно,NA,"категорія М3, класу І,  ІІ 41, 26, 49 пасажирських місць, категорія М2, класу В 19, 22 пасажирських місць",NA,NA,"ТОВ СП ""ЯМАК""",NA,1
5955,"Олександрівка - Херсон АС ч/з Каланчак АС, Хорли",Олександрівка,"Херсон АС ч/з Каланчак АС, Хорли",116552734558489209,Херсонська область,NA,щоденно,NA,"категорія М3, класу І,  ІІ 41, 26, 49 пасажирських місць, категорія М2, класу В 18, 22 пасажирських місць",NA,NA,"ТОВ СП ""ЯМАК""",NA,1
5956,Каланчак АС  - Приморське ч/з Новокиївку,Каланчак АС,Приморське ч/з Новокиївку,7941319044152383066,Херсонська область,NA,"факультативно (понеділок, вівторок, четвер, п'ятниця, неділя)",NA,"категорія М3, класу І 20 пасажирських місць",NA,NA,"ПАТ ""Автотранс""",NA,1
5957,Херсон АВ - Хорли ч/з Каланчак АС,Херсон АВ,Хорли ч/з Каланчак АС,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 28 пасажирських місць, категорія М3, класу ІІ 18 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
5958,Каланчак АС - Нова Каховка АВ,Каланчак АС,Нова Каховка,6598277260189185748,Херсонська область,NA,п'ятниця,NA,"категорія М3, класу І 41, 44 пасажирських місць, категорія М2, класу В 22 пасажирських місця, класу ІІ, ІІІ 14,18 пасажирських місць",NA,NA,ПрАТ Каланчацьке АТП-16549,NA,1
5959,Каланчак АС - Херсон АВ,Каланчак АС,Херсон,6598277260189185748,Херсонська область,NA,"853понеділок, 854 понеділок-субота",NA,"категорія М3, класу І 41, 44 пасажирських місць, категорія М2, класу В 22 пасажирських місця, класу ІІ 18 пасажирських місць",NA,NA,ПрАТ Каланчацьке АТП-16549,NA,1
5960,"Херсон АВ - КПВВ ""Каланчак""",Херсон АВ,"КПВВ ""Каланчак""",3500496874849009793,Херсонська область,NA,щоденно,NA,"М3, III",NA,NA,"ТОВ ""Іксора"" вул. Бериславське шосе 11",1+1,1
5961,"Аеропрт ""Херсон"" - Ставки ""КПВВ"" ч/з Каланчак АС",Херсон,"Ставки ""КПВВ"" ч/з Каланчак АС",0,Херсонська область,NA,щоденно,NA,"М3, III",NA,NA,NA,1+1,1
5962," Херсон АС ""ЮГЬ"" - Каланчак (КПВВ)",Херсон,"КПВВ ""Каланчак""",0,Херсонська область,NA,"щоденно, щорічно",NA,NA,NA,NA,NA,5+1,1
5963,"Каланчак (КПВВ) - Херсон АС ""ЮГЬ""",Каланчак (КПВВ),Херсон,0,Херсонська область,NA,"щоденно, щорічно",NA,NA,NA,NA,NA,5+1,1
5964,"Новотроїцька АС - Перемога ч/з Горностаївку, Федорівку",Новотроїцька,"Перемога ч/з Горностаївку, Федорівку",3344407492325040231,Херсонська область,NA,"факультативно (понеділок, вівторок, середа, четвер, п'ятниця)",NA,"категорія М2, класу ІІІ",NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5965,Новотроїцька АС - Херсонська міжміська АС,Новотроїцька,Херсон,3344407492325040231,Херсонська область,NA,щоденно,NA,"категорія М2, класу ІІІ",NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5966,Новотроїцька АС - Новорепівка ч/з Подове,Новотроїцька,Новорепівка ч/з Подове,3344407492325040231,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ ",NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5967,"Чкалове АС - Стрілкове ч/з Новотроїцьке АС, Генічеськ АС, Щасливцеве",Чкалове АС,"Стрілкове ч/з Новотроїцьке АС, Генічеськ АС, Щасливцеве",3344407492325040231,Херсонська область,NA,щоденно з 01.06 по 31.08,NA,"категорія М2, класу ІІІ",NA,конкурс?????,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5968,Новотроїцька АС - Дружелюбівка ч/з Новомиколаївку,Новотроїцька,Дружелюбівка ч/з Новомиколаївку,3344407492325040231,Херсонська область,NA,щоденно,NA,"категорія М2, класу ІІІ ",NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5969,Новотроїцька АС - Щасливцеве ч/з Генічеську АС,Новотроїцька,Щасливцеве ч/з Генічеську АС,3344407492325040231,Херсонська область,NA,щоденно з 01.09 по 31.05,NA,"категорія М2, класу ІІІ",NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5970,Ясна Поляна - Херсон АВ,Ясна Поляна,Херсон,2145153409852878279,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 28, пасажирських місць",NA,NA,ФОП Монастирьов Ю.В.,NA,1
5971,Горностаївка - Херсон ч/з Новотроїцьке АС,Горностаївка,Херсон ч/з Новотроїцьке АС,3344407492325040231,Херсонська область,NA,щоп'ятниці,NA,NA,NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5972,"Жданове - Гаряче джерело ч/з Генічеськ АС, Новотроїцьке АС",Жданове,"Гаряче джерело ч/з Генічеськ АС, Новотроїцьке АС",3344407492325040231,Херсонська область,NA,щоденно з 01.09 по 31.05,NA,"категорія М2, класу ІІІ",NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5973,"Партизани - Херсонська міжміська АС ч/з Догмарівку, Сиваське",Партизани,"Херсонська міжміська АС ч/з Догмарівку, Сиваське",3344407492325040231,Херсонська область,NA,щоденно,NA,"категорія М2, класу ІІІ",NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5974,Новотроїцька АС - Херсонська міжміська АС ч/з Чаплинську АС,Новотроїцька,Херсонська міжміська АС ч/з Чаплинську АС,3344407492325040231,Херсонська область,NA,щоденно,NA,"категорія М2, класу ІІІ",NA,NA,"ТДВ ""Новотроїцьке АТП-16541""",NA,1
5975,Новотроїцьке АС - Заозерне ч/з Овер'янівку,Новотроїцька,Заозерне ч/з Овер'янівку,9121702586946429418,Херсонська область,NA,факультативно: середа,NA,NA,NA,NA,"ВАТ ""Новотроїцьке АТП-16541""",NA,1
5985,Херсон (з/в) - Каховка АС,Херсон (з/в),Каховка,1286679968376730968,Херсонська область,NA,щоденно,NA,класу В,NA,NA,"ПФ ""МИС""",NA,1
5986,Каховка АС - Дудчине,Каховка,Дудчине,2312686253568278316,Херсонська область,NA,щоденно (крім п'ятниці та неділі),NA,"класу В, ІІ, ІІІ ",NA,NA,"ТОВ ""Каховське АТП 16506""",NA,1
5987,Каховка АС - Лазурне ч/з Скадовськ АС,Каховка,Лазурне ч/з Скадовськ АС,2312686253568278316,Херсонська область,NA,щоденно,NA,"класу В, ІІ, ІІІ ",NA,NA,"ТОВ ""Каховське АТП 16506""",NA,1
5988,Каховка АС - Солідарне,Каховка,Солідарне,2312686253568278316,Херсонська область,NA,щоденно,NA,"класу В, ІІ, ІІІ ",NA,NA,"ТОВ ""Каховське АТП 16506""",NA,1
5989,Каховка АС - Нова Каховка АВ,Каховка,Нова Каховка,2312686253568278316,Херсонська область,NA,щоденно,NA,"класу В, ІІ, ІІІ ",NA,NA,"ТОВ ""Каховське АТП 16506""",NA,1
5990,Нова Каховка АВ - Нова Маячка,Нова Каховка,Нова Маячка,2056816760502078811,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ПП ""Гридасова Л.О.""",NA,1
5991,Нова Каховка АВ - Кринки (Дачі),Нова Каховка,Кринки (Дачі),2056816760502078811,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ПП ""Гридасова Л.О.""",NA,1
5992,Херсон АВ - Нова Каховка (не виконується),Херсон АВ,Нова Каховка (не виконується),5654701938850709918,Херсонська область,NA,щоденно,NA,"категорія М2, класу В 18 пасажирських місць, категорія М3, класу ІІІ 30 пасажирських місць, категорія М3, класу ІІ 27 пасажирських місць",NA,NA,"ТОВ ""Іксора",NA,1
5993,Каховка АС - Херсон АВ,Каховка,Херсон,2312686253568278316,Херсонська область,NA,щоденно (крім суботи та неділі),NA,NA,NA,NA,"ТОВ ""Каховське АТП 16506""",NA,1
5994,"Нова Каховка АВ - Херсон АС ч/з Кринки, Козачі Лагері",Нова Каховка,"Херсон АС ч/з Кринки, Козачі Лагері",6014017416113437728,Херсонська область,NA,щоденно,NA,"класу І, ІІ, ІІІ 26, 34, 41 пасажирське місце",NA,NA,"ТОВ ""Херсонське АТП 16527"" адреса: м. Херсон, Новомиколаївське шосе 9 ,  № 572 від 26.08.2016 ",NA,1
5995,Маркеєв - Каховка АС ч/з Чаплинка АС,Маркеєв,Каховка АС ч/з Чаплинка АС,2312686253568278316,Херсонська область,NA,"факультативно: вівторок, п'ятниця",NA,NA,NA,NA,"ТОВ ""Каховське АТП 16506""",NA,1
5996,Нова Каховка АВ - Берислав АС,Нова Каховка,Берислав АС,2312686253568278316,Херсонська область,NA,щоденно,NA,"класу В, ІІ, ІІІ ",NA,NA,"ТОВ ""Каховське АТП 16506""",NA,1
5997,"Каховка АС - Залізний Порт ч/з Скадовськ АС, Лазурне АС",Каховка,"Залізний Порт ч/з Скадовськ АС, Лазурне АС",6014017416113437728,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ",NA,NA,"ТОВ ""Херсонське АТП 16527"" адреса: м. Херсон, Новомиколаївське шосе 9 ,  № 572 від 26.08.2016 ",NA,1
5998,Нова Каховка АВ - Щасливцеве,Нова Каховка,Щасливцеве,5797408185794002307,Херсонська область,NA,з 01.06 по 31.08,NA,NA,NA,до проведення конкурсу,"ТОВ ""СВІВ ІНВЕСТ""",NA,1
5999,Нова Каховка АВ - Нова Маячка,Нова Каховка,Нова Маячка,0,Херсонська область,NA,щоденно з 01.05 по 01.09,NA,NA,NA,NA,NA,NA,1
6001,Нова Каховка АВ - Хорли,Нова Каховка,Хорли,5797408185794002307,Херсонська область,NA,з 01.06 по 31.08,NA,NA,NA,до проведення конкурсу,"ТОВ ""СВІВ ІНВЕСТ""",NA,1
6002,Нова Каховка АВ - Лазурне,Нова Каховка,Лазурне,5797408185794002307,Херсонська область,NA,з 01.06 по 31.08,NA,NA,NA,до проведення конкурсу,"ТОВ ""СВІВ ІНВЕСТ""",NA,1
6003,Нова Каховка АВ - Залізний Порт,Нова Каховка,Залізний Порт,5797408185794002307,Херсонська область,NA,з 01.06 по 31.08,NA,NA,NA,до проведення конкурсу,"ТОВ ""СВІВ ІНВЕСТ""",NA,1
6004,Шевченка - Каховка АС,Шевченка,Каховка,0,Херсонська область,NA,факультативно: п'ятниця та неділя,NA,NA,NA,NA,NA,NA,1
6005,Богданівка - Нова Каховка АВ ч/з Цукури,Богданівка,Нова Каховка АВ ч/з Цукури,4999612678953345028,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ПП ""Гридасов М.І.""",NA,1
6006,Нова Каховка АВ - Херсон АС ч/з Пролетарку,Нова Каховка,Херсон АС ч/з Пролетарку,116552734558489209,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК""",NA,1
6007,Козацьке (Нібулон) - Нова Каховка АВ,Козацьке (Нібулон),Нова Каховка,0,Херсонська область,NA,щоденно,NA,"категорія М3, класу І 22, 29, 35 пасажирських місць",NA,NA,NA,NA,1
6008,Чорнянка  -       Херсон АВ,Чорнянка,Херсон,6014017416113437728,Херсонська область,NA,щоденно,NA,"В,ІІІ", ,01.02.2018 - до проведення конкурсу,"ТОВ ""Херсонське АТП 16527"" адреса: м. Херсон, Новомиколаївське шосе 9 ,  № 572 від 26.08.2016 ",1+1,1
6009,Богданівка - Херсон АВ,Богданівка,Херсон,2312686253568278316,Херсонська область,NA,шоденно крім неділі,NA,NA,NA,до проведення конкурсу,"ТОВ ""Каховське АТП 16506""",NA,1
6010,Мар'янівка - Херсон АВ,Мар'янівка,Херсон,3115840371721004817,Херсонська область,NA,щоденно крім неділі,NA,"клас А, В не більше 22 пасажиромісць та клас ІІ, ІІІ понад 22 пасажиромісць",NA,до проведення конкурсу,"ТОВ ""Каховське АТП 16506"" (Югтранс)",NA,1
6011,Каховка АС - Чаплинка ,Каховка,Чаплинка,1992167355182326337,Херсонська область,NA,щоденно ,NA,"клас А, В не більше 22 пасажиромісць та клас ІІ, ІІІ понад 22 пасажиромісць",NA,NA,"ТОВ ""Каховське АТП 16506"" (Югтранс) до проведення конкурсу",NA,1
6012,Нова Каховка АВ - Херсон АВ,Нова Каховка,Херсон,2996145752094281849,Херсонська область,NA,щоденно ,NA,NA,NA,до проведення конкурсу,"ТОВ ""Каховське АТП 16506"" ",NA,1
6013,Херсон АВ - Нова Каховка,Херсон АВ,Нова Каховка,3500496874849009793,Херсонська область,NA,щоденно,NA,"М3, III",NA,NA,"ТОВ ""Іксора"" вул. Бериславське шосе 11",1+1,1
6014,Нова Каховка АВ - Херсон АВ,Нова Каховка,Херсон,8168859137489440094,Херсонська область,NA,щоденно крім суботи та неділі,NA,NA,NA,до проведення конкурсу,ФОП Амелін Д.О.,NA,1
6015,Нова Каховка АВ - Львове,Нова Каховка,Львове,0,Херсонська область,NA,щоденно,NA,NA,NA,NA,NA,NA,1
6016,Нова Каховка - Бургунка,Нова Каховка,Бургунка,3115840371721004817,Херсонська область,NA,щоденно,NA,"клас А, В не більше 22 пасажиромісць та клас ІІ, ІІІ понад 22 пасажиромісць",NA,до проведення конкурсу,"ТОВ ""Каховське АТП 16506"" (Югтранс)",NA,1
6017,Нова Каховка АВ - Херсон АВ,Нова Каховка,Херсон,216868541033679997,Херсонська область,NA,щоденно ,NA,NA,NA,до проведення конкурсу,"ТОВ ""СВІВ-ІНВЕСТ""",NA,1
6018,Скадовськ АС - Херсон АВ,Скадовськ,Херсон,7264443188626919275,Херсонська область,NA,щоденно,NA,"категорія М3, класу І, категорія М3, класу ІІІ",NA,NA,"ПП ""ПОЯРКОВ""",NA,1
6019,Скадовськ АС - Херсон З/В,Скадовськ,Херсон З/В,7264443188626919275,Херсонська область,NA,щоденно,NA,"категорія М3, класу І, категорія М3, класу ІІІ",NA,NA,"ПП ""ПОЯРКОВ""",NA,1
6020,Скадовськ АС - Херсон АВ ч/з Херсон З/В,Скадовськ,Херсон АВ ч/з Херсон З/В,7264443188626919275,Херсонська область,NA,щоденно,NA,"категорія М3, класу І, категорія М3, класу ІІІ",NA,NA,"ПП ""ПОЯРКОВ""",NA,1
6021,"""АС ""Скадовська"" - АС ""Херсонська міжміська""  ч/з Виноградове",Скадовськ,"АС ""Херсонська міжміська""  ч/з Виноградове",0,Херсонська область,NA,понеділок-субота,NA,"категорія М3, класу І, категорія М3, класу ІІІ",NA,NA,NA,NA,1
6022,Скадовськ АС - Каховка АС,Скадовськ,Каховка,7264443188626919275,Херсонська область,NA,щоденно,NA,"категорія М3, класу І, категорія М3, класу ІІІ",NA,NA,"ПП ""ПОЯРКОВ""",NA,1
6024,Скадовськ АС - Херсон АВ через Таврію (Вишневе),Скадовськ,Херсон АВ через Таврію (Вишневе),0,Херсонська область,NA,щоденно,NA,"категорія М3, класу І, категорія М3, класу ІІІ",NA,NA,NA,NA,1
6025,Антонівка - Херсон АВ,Антонівка,Херсон,364254448389935532,Херсонська область,NA,щоденно,NA,"категорія  М3, класу ІІІ, категорія М3, класу ІІ, категорія М2, класу ІІ",NA,NA,"ПП ""Кулида""",NA,1
6026,Скадовськ АС - Херсон АВ ч/з Красне,Скадовськ,Херсон АВ ч/з Красне,364254448389935532,Херсонська область,NA,щоденно,NA,"категорія  М3, класу ІІІ, категорія М3, класу ІІ, категорія М2, класу ІІ 18, 27, 45 пасажирських місць",NA,NA,"ПП ""Кулида""",NA,1
6027,Скадовськ АС - Біленьке,Скадовськ,Біленьке,0,Херсонська область,NA,щоденно,NA,"категорія  М3, класу І, категорія М3, класу ІІІ",NA,NA,NA,NA,1
6028,Скадовськ АС - Хатки,Скадовськ,Хатки,8616047426147142542,Херсонська область,NA,факультативно: понеділок та п'ятниця,NA,NA,NA,NA,"ПП ""Поярков""",NA,1
6029,Шевченко - Херсон АВ ч/з Скадовськ АС,Шевченка,Херсон АВ ч/з Скадовськ АС,8616047426147142542,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ПП ""Поярков""",NA,1
6030,Красне - Херсон АВ ч/з Скадовськ АС,Красне,Херсон АВ ч/з Скадовськ АС,8616047426147142542,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ПП ""Поярков""",NA,1
6031,Скадовськ АС - Херсон АВ ч/ ПКК,Скадовськ,Херсон АВ ч/ ПКК,6014017416113437728,Херсонська область,NA,щоденно,NA,"клас В, ІІІ ",NA,NA,"ТОВ ""Херсонське АТП 16527"" адреса: м. Херсон, Новомиколаївське шосе 9 ,  № 572 від 26.08.2016 ",NA,1
6032,Скадовськ АС - Комсомольське,Скадовськ,Комсомольське,8616047426147142542,Херсонська область,NA,факультативно: понеділок – п'ятниця,NA,NA,NA,NA,"ПП ""Поярков""",NA,1
6034,Лазурне - Херсон АС,Лазурне,Херсон,4447801196456396485,Херсонська область,NA,з 15.04 по 15.10,NA,NA,NA,NA,"ТОВ ""Авто-Лайф""",NA,1
6035,"Херсон АС - Лазурне АС ч/з Скадовськ ч/з (Новомиколаївку, Красне)",Херсон,"Лазурне АС ч/з Скадовськ ч/з (Новомиколаївку, Красне)",6014017416113437728,Херсонська область,NA,з 01.06 по 15.09,NA,NA,NA,NA,"ТОВ ""Херсонське АТП 16527"" адреса: м. Херсон, Новомиколаївське шосе 9 ,  № 572 від 26.08.2016 ",NA,1
6037,"АС Лазурне - Херсон АС ""Югъ""",Лазурне,"Херсон АС ""Югъ""",0,Херсонська область,NA,щоденно,NA,NA,NA,NA,NA,NA,1
6038,АС Скадовська - АС Херсонська міжміська,Скадовськ,Херсон,0,Херсонська область,NA,щоденно,NA,NA,NA,NA,NA,NA,1
6039,Скадовськ - Херсон АВ,Скадовськ,Херсон,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 18, категорія М2, класу В 27, 30,49 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
6040,Приморське - Херсон АВ,Приморське,Херсон,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 18, категорія М2, класу В 27, 30,49 пасажирських місць",NA,NA,"ТОВ ""Іксора""",NA,1
6041,"Скадовськ АС - Генічеськ АВ ч/з Каланчак АС, Чаплинку АС, Строганівку, Новотроїцьке АС",Скадовськ,"Генічеськ АВ ч/з Каланчак АС, Чаплинку АС, Строганівку, Новотроїцьке АС",0,Херсонська область,NA,щоденно,NA,NA,NA,NA,NA,NA,1
6042,Херсон АВ - Лазурне,Херсон АВ,Лазурне,3500496874849009793,Херсонська область,NA,щоденно,NA,"М3, III",NA,NA,"ТОВ ""Іксора"" вул. Бериславське шосе 11",1+1,1
6043,"Херсон АС-Лазурне АС (ч\з Зеленотропинськ, Долматовку)    ",Херсон,"Лазурне АС (ч\з Зеленотропинськ, Долматовку)",3999236150191997114,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ФОП Шмагановський Олександр Володимирович, адреса:75100, Херсонська область, м.Олешки, вул.Олімпійська 13,кв.62; АВ №543484",NA,1
6044,Лазурне АС- Херсон АС (ч/з Красне),Лазурне,Херсон АС (ч/з Красне),3999236150191997114,Херсонська область,NA,щоденно з 01.06 по 31.08,NA,NA,NA,NA,"ФОП Шмагановський Олександр Володимирович, адреса:75100, Херсонська область, м.Олешки, вул.Олімпійська 13,кв.62; АВ №543484",NA,1
6045,Скадовськ АС - Херсон АВ ч/з Лазурне АС,Скадовськ,Херсон АВ ч/з Лазурне АС,3999236150191997114,Херсонська область,NA,щоденно з 15.09 по 01.06,NA,NA,NA,NA,"ФОП Шмагановський Олександр Володимирович, адреса:75100, Херсонська область, м.Олешки, вул.Олімпійська 13,кв.62; АВ №543484",NA,1
6046,Скадовськ АС-Херсон АВ ч/з Лазурне,Скадовськ,Херсон АВ ч/з Лазурне,3999236150191997114,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ФОП Шмагановський Олександр Володимирович, адреса:75100, Херсонська область, м.Олешки, вул.Олімпійська 13,кв.62; АВ №543484",NA,1
6047,Лазурне АС-Херсон АВ,Лазурне,Херсон,3999236150191997114,Херсонська область,NA,щоденно з 01.06 по 15.09,NA,NA,NA,NA,"ФОП Шмагановський Олександр Володимирович, адреса:75100, Херсонська область, м.Олешки, вул.Олімпійська 13,кв.62; АВ №543484",NA,1
6048,Лазурне АС - Херсон З/В,Лазурне,Херсон З/В,3999236150191997114,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ФОП Шмагановський Олександр Володимирович, адреса:75100, Херсонська область, м.Олешки, вул.Олімпійська 13,кв.62; АВ №543484",NA,1
6049,Лазурне АС-Херсон З/В,Лазурне,Херсон З/В,3999236150191997114,Херсонська область,NA,сезонно з 01.06 по 31.08,NA,NA,NA,NA,"ФОП Шмагановський Олександр Володимирович, адреса:75100, Херсонська область, м.Олешки, вул.Олімпійська 13,кв.62; АВ №543484",NA,1
6050,"Лазурне - Херсон АС ""ЮГЬ""",Лазурне,Херсон,0,Херсонська область,NA,щоденно  з 01.06 по 31.08,NA,NA,NA,NA,NA,NA,1
