id,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses,count
6051,"Херсон АС ""ЮГЬ"" - Лазурне",Херсон,Лазурне,0,Херсонська область,NA,щоденно  з 01.06 по 31.08,NA,NA,NA,NA,NA,NA,1
6052,"Херсон АС ""ЮГЬ"" - Скадовськ АС ПП ""Корсар""",Херсон,"Скадовськ АС ПП ""Корсар""",0,Херсонська область,NA,щоденно  з 01.06 по 31.08,NA,NA,NA,NA,NA,NA,1
6053,"Скадовськ АС ПП ""Корсар"" - Херсон АС ""ЮГЬ""","Скадовськ АС ПП ""Корсар""",Херсон,0,Херсонська область,NA,щоденно  з 01.06 по 31.08,NA,NA,NA,NA,NA,NA,1
6054,Херсон АС - Кохани (Асфальтний завод),Херсон,Кохани (Асфальтний завод),1358610040257826335,Херсонська область,NA,щоденно,NA,"категорія М3, класу І 41 пасажирське місце, категорія М3, класу ІІ 26, 49 пасажирських місць",NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6055,Херсон АС - Більшовик ч/з Бехтери,Херсон,Більшовик ч/з Бехтери,1358610040257826335,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІ 26, 28 пасажирських місць",NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6056,Лиманівка - Херсон АС,Лиманівка,Херсон,1358610040257826335,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6057,Геройське - Херсон АС,Геройське,Херсон,1358610040257826335,Херсонська область,NA,щоденно,NA,"категорія М3, класу І, ІІ 41,26,49 пасажирських місць, категорії М2, класу В 18, 19, 22 пасажирських місця",NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6058,Херсон АС - Приморське (Більшовик) ч/з Залізний Порт,Херсон,Приморське (Більшовик) ч/з Залізний Порт,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 27, 30, 49 пасажирських місць, категорія М2, класу В 18 пасажирськх місць",NA,NA,"ТОВ ""Іксора""",NA,1
6059,Херсон АВ - Залізний Порт,Херсон АВ,Залізний Порт,5254051014469241908,Херсонська область,NA,"щоденно, сезонно з 01.06 по 31.08",NA,NA,NA,NA,"ТОВ ""Іксора""",NA,1
6060,Залізний Порт - Херсон АС,Залізний Порт,Херсон,5254051014469241908,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 27, 30, 49 пасажирських місць, категорія М2, класу В 18 пасажирськх місць",NA,NA,"ТОВ ""Іксора""",NA,1
6061,Херсон АВ - Приморське (Більшовик) ч/з Залізний Порт,Херсон АВ,Приморське (Більшовик) ч/з Залізний Порт,5254051014469241908,Херсонська область,NA,сезонно з 15.05 по 15.09,NA,"категорія М3, класу ІІІ 27, 30, 49 пасажирських місць, категорія М2, класу В 18 пасажирськх місць",NA,NA,"ТОВ ""Іксора""",NA,1
6062,Більшовик - Херсон З/В Ч/З Нововолодимирівку,Більшовик,Херсон З/В Ч/З Нововолодимирівку,1067177204282505479,Херсонська область,NA,щоденно,NA,"категорія М3, класу І 22, 29 пасажирських місць, категорія М3, класу І 18, 20, 29 пасажирських місць",NA,NA,"ФОП ""О.В. Камінський""",NA,1
6063,Залізний Порт - Херсон АВ,Залізний Порт,Херсон,0,Херсонська область,NA,щоденно,NA,"категорія М3, класу І 19, 21, 29пасажирських місць",NA,NA,NA,NA,1
6064,Більшовик - Херсон З/В Ч/З Бехтери,Більшовик,Херсон З/В Ч/З Бехтери,0,Херсонська область,NA,щоденно,NA,"категорія М3, класу І 18, 20, 22, 29 пасажирських місць",NA,NA,NA,NA,1
6067,Гола Пристань АС - Херсон АС,Гола Пристань АС,Херсон,3572714920385618075,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 28 пасажирських місць, категорія М2, класу В 18 пасажирськх місць",NA,NA,"ТОВ ""Авто Лайф""",NA,1
6068,с. Більшовик - Херсон АС ч/з Залізний Порт,с. Більшовик,Херсон АС ч/з Залізний Порт,1358610040257826335,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІІ 38, 42, 46 пасажирських місць",NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6069,"Херсон АС - Дачі ""Янтар""",Херсон,"Дачі ""Янтар""",1358610040257826335,Херсонська область,NA,щоденно,NA,"категорія М3, класу ІІ, І 49 та 41 пасажирське місце",NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6070,Приморське (с. Більшовик) - Херсон АС ч/з Залізний Порт,Приморське (с. Більшовик),Херсон АС ч/з Залізний Порт,1358610040257826335,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6071,Херсон АС - Приморське (Більшовик) ч/з Залізний Порт,Херсон,Приморське (Більшовик) ч/з Залізний Порт,1358610040257826335,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6072,Приморське (с. Більшовик) - Херсон АС ч/з Новософіївку,Приморське (с. Більшовик),Херсон АС ч/з Новософіївку,1358610040257826335,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6073,Приморське (с. Більшовик) - Херсон АС ч/з Сліпушинське,Приморське (с. Більшовик),Херсон АС ч/з Сліпушинське,1358610040257826335,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6074,Залізний Порт - Херсон АС,Залізний Порт,Херсон,1358610040257826335,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6075,Херсон АС - Залізний Порт ч/з Новочерномор'я,Херсон,Залізний Порт ч/з Новочерномор'я,1358610040257826335,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
6076,Херсон АС - Залізний Порт,Херсон,Залізний Порт,1358610040257826335,Херсонська область,NA,щоденно,NA,NA,NA,NA,"ТОВ СП ""ЯМАК"" Херсонська область, м. Олешки (Цюрупинськ), вул. Гвардійська, 107 -БАЕ № 266388",NA,1
